	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Outlier	Paralog1	Paralog2	WeightOutliersExcluded	WeightOutliersIncluded
AT3G23080__AT4G14500	0.8721200000000001	0.79808	1431.0	1248.0	0.2509	GF_001685	0.1125	0.8011	5.0	0.1404	False	AT4G14500	AT3G23080	1.0	1.0
AT4G36030__AT5G66200	0.9375899999999999	0.6620199999999999	2067.0	1938.0	0.44148000000000004	GF_001735	0.1988	3.658	5.0	0.0544	False	AT5G66200	AT4G36030	0.5	0.5
AT4G36030__AT5G66200	0.9375899999999999	0.6620199999999999	2067.0	1938.0	0.44148000000000004	GF_001735	0.1988	3.658	5.0	0.0544	False	AT5G66200	AT4G36030	0.5	0.5
AT1G08050__AT3G54780	0.81818	0.5844199999999999	2244.0	1836.0	0.9008299999999999	GF_001723	0.3838	3.3456	6.0	0.1147	False	AT1G08050	AT3G54780	0.33333	0.33333
AT1G20870__AT1G76440	0.28049	0.54589	1476.0	414.0	0.9548399999999999	GF_001710	0.4697	66.4403	4.0	0.0071	True	AT1G76440	AT1G20870	0.0	1.0
AT4G26260__AT5G56640	0.9601200000000001	0.8115	978.0	939.0	0.18462	GF_001727	0.0766	1.0998	5.0	0.0697	False	AT5G56640	AT4G26260	1.0	1.0
AT1G21750__AT1G77510	0.9465600000000001	0.8299700000000001	1572.0	1488.0	0.21020999999999998	GF_001810	0.1111	0.5523	4.0	0.2011	False	AT1G77510	AT1G21750	1.0	1.0
AT2G17130__AT4G35260	0.9892200000000001	0.83288	1113.0	1101.0	0.14262	GF_001704	0.0573	0.76	5.0	0.0755	True	AT2G17130	AT4G35260	0.0	0.5
AT1G17470__AT1G72660	0.53846	0.89891	2223.0	1197.0	0.04508	GF_001720	0.0217	0.4567	4.0	0.0476	False	AT1G17470	AT1G72660	1.0	1.0
AT3G10610__AT5G04800	0.9650299999999999	0.8285	429.0	414.0	0.08678999999999999	GF_001709	0.0386	1.3047	6.0	0.0295	False	AT3G10610	AT5G04800	0.33333	0.33333
AT4G05420__AT4G21100	0.6662600000000001	0.87255	4899.0	3264.0	0.08802	GF_001712	0.0439	0.5532	4.0	0.0793	False	AT4G21100	AT4G05420	1.0	1.0
AT1G03730__AT4G03600	0.9298200000000001	0.8239	513.0	477.0	0.17973	GF_001718	0.0927	0.7911	5.0	0.1172	False	AT4G03600	AT1G03730	1.0	1.0
AT3G49800__AT5G65910	0.77137	0.71735	1509.0	1164.0	0.51644	GF_001780	0.2746	1.2097	4.0	0.22699999999999998	False	AT3G49800	AT5G65910	1.0	1.0
AT3G05830__AT5G26770	0.9254100000000001	0.78905	1086.0	1005.0	0.34385	GF_001726	0.1519	1.2763	5.0	0.11900000000000001	False	AT5G26770	AT3G05830	1.0	1.0
AT2G22680__AT4G37890	0.77765	0.7314	2523.0	1962.0	0.38687	GF_001722	0.192	0.9913	4.0	0.1937	False	AT2G22680	AT4G37890	1.0	1.0
AT4G37890__AT5G65683	0.8085600000000001	0.5897100000000001	2523.0	2040.0	0.8519399999999999	GF_001722	0.4095	1.9011	5.0	0.2154	False	AT5G65683	AT4G37890	0.5	0.5
AT3G11450__AT5G06110	0.87415	0.77245	2217.0	1938.0	0.35107	GF_001729	0.1516	0.7787	4.0	0.1946	False	AT3G11450	AT5G06110	1.0	1.0
AT3G49350__AT5G24390	0.8256700000000001	0.78823	1893.0	1563.0	0.29828000000000005	GF_001717	0.1247	0.887	4.0	0.1406	False	AT3G49350	AT5G24390	1.0	1.0
AT3G49350__AT5G41940	0.81616	0.57994	1893.0	1545.0	0.8134399999999999	GF_001717	0.3269	5.0482	6.0	0.0648	True	AT5G41940	AT3G49350	0.0	0.33333
AT2G44680__AT3G60250	0.90397	0.85714	906.0	819.0	0.13271	GF_001728	0.0559	0.8546	4.0	0.0654	False	AT2G44680	AT3G60250	1.0	1.0
AT4G17640__AT5G47080	0.92384	0.8184	906.0	837.0	0.18582	GF_001728	0.0841	0.8061	5.0	0.1043	False	AT5G47080	AT4G17640	1.0	1.0
AT1G17790__AT1G73150	0.57303	0.76253	2403.0	1377.0	0.38526	GF_001793	0.1831	0.8384	4.0	0.2184	False	AT1G73150	AT1G17790	1.0	1.0
AT1G05730__AT2G31725	0.9254700000000001	0.83221	483.0	447.0	0.22876	GF_001751	0.1127	0.5678	6.0	0.1984	False	AT1G05730	AT2G31725	0.25	0.25
AT2G39220__AT3G54950	0.8527299999999999	0.77683	1650.0	1407.0	0.27079000000000003	GF_001725	0.0894	1.3043	5.0	0.0686	False	AT2G39220	AT3G54950	0.5	0.5
AT4G19045__AT5G45550	0.98174	0.87287	657.0	645.0	0.07067999999999999	GF_001730	0.025	0.5760000000000001	5.0	0.0434	False	AT4G19045	AT5G45550	1.0	1.0
AT1G53100__AT3G15350	0.9293799999999999	0.7598	1317.0	1224.0	0.34656	GF_001763	0.1409	0.9362	4.0	0.1505	False	AT3G15350	AT1G53100	1.0	1.0
AT2G07698__ATMG01190	0.64051	0.99341	2370.0	1518.0	0.00953	GF_001754	0.0117	0.0154	4.0	0.7614	False	ATMG01190	AT2G07698	1.0	1.0
AT2G43120__AT3G59220	0.8516299999999999	0.7863	1011.0	861.0	0.31332	GF_001760	0.1277	0.7743	5.0	0.1649	False	AT2G43120	AT3G59220	0.5	0.5
AT5G07120__AT5G58440	0.96441	0.8125399999999999	1770.0	1707.0	0.18159	GF_001769	0.0412	0.8386	5.0	0.0492	False	AT5G07120	AT5G58440	0.5	0.5
AT2G19860__AT4G29130	0.97255	0.82258	1530.0	1488.0	0.16028	GF_001750	0.0781	0.8552	4.0	0.0913	False	AT4G29130	AT2G19860	1.0	1.0
AT2G37290__AT3G55020	0.74822	0.59928	2955.0	2211.0	0.75175	GF_001757	0.2594	3.4187	4.0	0.0759	False	AT3G55020	AT2G37290	1.0	1.0
AT2G39280__AT3G55020	0.76345	0.80408	2955.0	2256.0	0.2961	GF_001757	0.0777	0.5421	5.0	0.1434	False	AT2G39280	AT3G55020	0.5	0.5
AT2G39280__AT3G55020	0.76345	0.80408	2955.0	2256.0	0.2961	GF_001757	0.0777	0.5421	5.0	0.1434	False	AT2G39280	AT3G55020	0.5	0.5
AT2G37290__AT2G39280	0.72893	0.58914	2955.0	2154.0	0.8207899999999999	GF_001757	0.2819	3.073	5.0	0.0917	False	AT2G39280	AT2G37290	0.5	0.5
AT2G37290__AT2G39280	0.72893	0.58914	2955.0	2154.0	0.8207899999999999	GF_001757	0.2819	3.073	5.0	0.0917	False	AT2G39280	AT2G37290	0.5	0.5
AT1G11170__AT1G61240	0.9401299999999999	0.7893100000000001	1353.0	1272.0	0.3026	GF_001779	0.1124	0.8279	5.0	0.1357	False	AT1G61240	AT1G11170	1.0	1.0
AT3G49780__AT5G65870	0.81319	0.7117100000000001	273.0	222.0	0.52244	GF_001761	0.2107	1.2178	4.0	0.1731	False	AT3G49780	AT5G65870	1.0	1.0
AT2G22860__AT4G37720	0.9340700000000001	0.6862699999999999	273.0	255.0	0.6815	GF_001761	0.3155	0.8709	5.0	0.3623	False	AT2G22860	AT4G37720	1.0	1.0
AT2G22860__AT3G49780	0.85714	0.59829	273.0	234.0	0.96449	GF_001761	0.3722	61.7542	6.0	0.006	True	AT3G49780	AT2G22860	0.0	0.25
AT3G49780__AT4G37720	0.86813	0.5021100000000001	273.0	237.0	1.24055	GF_001761	0.5798	5.5293	6.0	0.1049	True	AT3G49780	AT4G37720	0.0	0.25
AT4G37720__AT5G65870	0.8241799999999999	0.54222	273.0	225.0	1.20753	GF_001761	0.5019	2.7785	6.0	0.1806	True	AT5G65870	AT4G37720	0.0	0.25
AT2G21500__AT4G39140	0.9300200000000001	0.77104	1329.0	1236.0	0.32392	GF_001768	0.1854	0.8457	4.0	0.2193	False	AT2G21500	AT4G39140	1.0	1.0
AT2G40010__AT3G11250	0.9292	0.7619	1017.0	945.0	0.18374000000000001	GF_001775	0.0538	3.3584	5.0	0.016	False	AT3G11250	AT2G40010	0.5	0.5
AT3G05190__AT5G27400	0.27013000000000004	0.33725	2832.0	765.0	1.28691	GF_001774	1.3829	63.3494	5.0	0.0218	True	AT5G27400	AT3G05190	0.0	0.5
AT2G21580__AT4G39200	0.8640000000000001	0.92901	375.0	324.0	0.027280000000000002	GF_001813	0.0117	0.4136	4.0	0.0284	False	AT4G39200	AT2G21580	1.0	1.0
AT2G16360__AT4G34555	0.8640000000000001	0.7067899999999999	375.0	324.0	0.43244	GF_001813	0.251	1.2469	6.0	0.2013	False	AT2G16360	AT4G34555	0.33333	0.33333
AT2G16360__AT4G34555	0.8640000000000001	0.7067899999999999	375.0	324.0	0.43244	GF_001813	0.251	1.2469	6.0	0.2013	False	AT2G16360	AT4G34555	0.33333	0.33333
AT1G03990__AT3G23410	0.93909	0.57973	2364.0	2220.0	0.9063899999999999	GF_001770	0.39799999999999996	4.0863	4.0	0.0974	False	AT3G23410	AT1G03990	1.0	1.0
AT1G03990__AT3G23410	0.93909	0.57973	2364.0	2220.0	0.9063899999999999	GF_001770	0.39799999999999996	4.0863	4.0	0.0974	False	AT3G23410	AT1G03990	1.0	1.0
AT3G50830__AT4G37220	0.9665100000000001	0.65347	627.0	606.0	0.5421199999999999	GF_001773	0.2851	2.1101	5.0	0.1351	False	AT4G37220	AT3G50830	0.5	0.5
AT1G21740__AT1G77500	0.87311	0.75048	2979.0	2601.0	0.35101	GF_001795	0.1234	0.8588	4.0	0.1436	False	AT1G21740	AT1G77500	1.0	1.0
AT2G35840__AT3G52340	0.98364	0.78622	1284.0	1263.0	0.3522	GF_001781	0.152	0.7992	5.0	0.1902	False	AT3G52340	AT2G35840	0.5	0.5
AT1G02840__AT4G02430	0.85449	0.80797	969.0	828.0	0.20576	GF_001818	0.0887	0.8506	4.0	0.1042	False	AT4G02430	AT1G02840	1.0	1.0
AT1G64180__AT5G41620	0.81113	0.7478899999999999	2049.0	1662.0	0.44846	GF_001785	0.2166	0.7617	4.0	0.2844	False	AT1G64180	AT5G41620	1.0	1.0
AT1G64180__AT2G46250	0.62958	0.46124	2049.0	1290.0	1.4762600000000001	GF_001785	0.6987	8.7097	5.0	0.0802	True	AT2G46250	AT1G64180	0.0	0.5
AT1G64180__AT2G46250	0.62958	0.46124	2049.0	1290.0	1.4762600000000001	GF_001785	0.6987	8.7097	5.0	0.0802	True	AT2G46250	AT1G64180	0.0	0.5
AT3G49290__AT5G42030	0.75645	0.54924	1047.0	792.0	1.0100799999999999	GF_001787	0.4503	6.1385	5.0	0.0734	True	AT5G42030	AT3G49290	0.0	0.5
AT1G17345__AT1G72430	0.8082199999999999	0.7259899999999999	438.0	354.0	0.44122	GF_001797	0.2199	0.9477	4.0	0.23199999999999998	False	AT1G72430	AT1G17345	1.0	1.0
AT4G32030__AT5G25210	0.575	0.53209	840.0	483.0	1.1076	GF_001800	0.5201	2.037	4.0	0.2553	False	AT5G25210	AT4G32030	1.0	1.0
AT1G15800__AT1G80610	0.68929	0.76684	840.0	579.0	0.38245999999999997	GF_001800	0.1973	0.7933	5.0	0.2486	False	AT1G80610	AT1G15800	1.0	1.0
AT1G80610__AT5G25210	0.55357	0.4172	840.0	465.0	1.44963	GF_001800	0.7262	61.4154	6.0	0.0118	True	AT5G25210	AT1G80610	0.0	0.25
AT1G80610__AT5G25210	0.55357	0.4172	840.0	465.0	1.44963	GF_001800	0.7262	61.4154	6.0	0.0118	True	AT5G25210	AT1G80610	0.0	0.25
AT1G15800__AT5G25210	0.55	0.47403	840.0	462.0	1.52263	GF_001800	0.6616	6.0373	6.0	0.1096	True	AT5G25210	AT1G15800	0.0	0.25
AT1G80610__AT4G32030	0.69643	0.55385	840.0	585.0	1.06069	GF_001800	0.5142	2.0503	6.0	0.2508	True	AT4G32030	AT1G80610	0.0	0.25
AT1G80610__AT4G32030	0.69643	0.55385	840.0	585.0	1.06069	GF_001800	0.5142	2.0503	6.0	0.2508	True	AT4G32030	AT1G80610	0.0	0.25
AT1G15800__AT4G32030	0.7107100000000001	0.5242899999999999	840.0	597.0	1.1336899999999999	GF_001800	0.5535	2.7627	6.0	0.2004	True	AT4G32030	AT1G15800	0.0	0.25
AT1G15800__AT4G32030	0.7107100000000001	0.5242899999999999	840.0	597.0	1.1336899999999999	GF_001800	0.5535	2.7627	6.0	0.2004	True	AT4G32030	AT1G15800	0.0	0.25
AT1G45545__AT5G42880	0.84534	0.71648	2541.0	2148.0	0.50132	GF_001832	0.2432	1.3545	4.0	0.1795	False	AT5G42880	AT1G45545	1.0	1.0
AT1G12020__AT1G62422	0.57585	0.66487	969.0	558.0	0.61625	GF_001799	0.2261	1.1672	5.0	0.1937	False	AT1G12020	AT1G62422	1.0	1.0
AT4G27070__AT5G54810	0.8632200000000001	0.84011	1623.0	1401.0	0.09632	GF_001820	0.0513	0.7233	4.0	0.0709	False	AT4G27070	AT5G54810	1.0	1.0
AT4G27070__AT5G54810	0.8632200000000001	0.84011	1623.0	1401.0	0.09632	GF_001820	0.0513	0.7233	4.0	0.0709	False	AT4G27070	AT5G54810	1.0	1.0
AT3G22760__AT4G14770	0.7557	0.70463	2370.0	1791.0	0.5818399999999999	GF_001828	0.276	1.0127	5.0	0.2725	False	AT3G22760	AT4G14770	0.5	0.5
AT1G48440__AT3G17780	0.99231	0.8268700000000001	390.0	387.0	0.19072999999999998	GF_001805	0.1045	0.5916	4.0	0.1767	False	AT1G48440	AT3G17780	1.0	1.0
AT3G03160__AT5G17190	1.0	0.8256399999999999	390.0	390.0	0.08073999999999999	GF_001805	0.0361	1.2925	5.0	0.0279	False	AT3G03160	AT5G17190	1.0	1.0
AT1G16310__AT1G79520	0.87665	0.82663	1362.0	1194.0	0.15395	GF_001791	0.0688	0.7558	4.0	0.091	False	AT1G16310	AT1G79520	1.0	1.0
AT5G15430__AT5G39380	0.73034	0.48863999999999996	1869.0	1365.0	1.60093	GF_001794	0.7555	3.7293	4.0	0.2026	False	AT5G39380	AT5G15430	1.0	1.0
AT5G15430__AT5G39380	0.73034	0.48863999999999996	1869.0	1365.0	1.60093	GF_001794	0.7555	3.7293	4.0	0.2026	False	AT5G39380	AT5G15430	1.0	1.0
AT5G07820__AT5G61260	0.7528100000000001	0.59275	1869.0	1407.0	1.0105	GF_001794	0.5425	2.1195	5.0	0.256	False	AT5G07820	AT5G61260	1.0	1.0
AT2G44100__AT3G59920	0.78584	0.8716200000000001	1695.0	1332.0	0.08676	GF_001834	0.0452	0.6161	4.0	0.0733	False	AT3G59920	AT2G44100	1.0	1.0
AT1G67250__AT5G38660	0.23190999999999998	0.81797	1824.0	423.0	0.17832	GF_001849	0.0499	0.9017	5.0	0.0553	False	AT1G67250	AT5G38660	0.5	0.5
AT1G29890__AT2G34410	0.88235	0.8709899999999999	1836.0	1620.0	0.11550999999999999	GF_001803	0.0545	0.5316	4.0	0.1025	False	AT1G29890	AT2G34410	1.0	1.0
AT3G03910__AT5G18170	0.6442	0.8605	1914.0	1233.0	0.08077999999999999	GF_001821	0.0407	0.7198	4.0	0.0565	False	AT3G03910	AT5G18170	1.0	1.0
AT4G05010__AT4G21510	0.48368	0.61759	1011.0	489.0	0.99598	GF_001840	0.4215	1.2322	5.0	0.3421	True	AT4G05010	AT4G21510	0.0	0.5
AT1G06080__AT2G31360	0.8176899999999999	0.77158	1119.0	915.0	0.31918	GF_001830	0.1402	1.0244	4.0	0.1369	False	AT1G06080	AT2G31360	1.0	1.0
AT1G26200__AT3G25540	0.9439299999999999	0.62926	963.0	909.0	0.8413200000000001	GF_001850	0.337	2.6116	5.0	0.129	False	AT1G26200	AT3G25540	0.5	0.5
AT5G50550__AT5G50650	0.8764299999999999	1.0	1311.0	1149.0	0.0	GF_001847	0.0	0.0	4.0	0.001	False	AT5G50550	AT5G50650	1.0	1.0
AT3G48710__AT5G63550	0.55102	0.72113	2499.0	1377.0	0.5685	GF_001845	0.3003	0.9815	4.0	0.3059	False	AT3G48710	AT5G63550	1.0	1.0
AT1G02650__AT4G02100	0.9225200000000001	0.71615	1665.0	1536.0	0.49382	GF_001814	0.2298	0.9483	4.0	0.2423	False	AT1G02650	AT4G02100	1.0	1.0
AT1G02650__AT3G62570	0.92432	0.6231300000000001	1665.0	1539.0	0.78205	GF_001814	0.313	2.0569	6.0	0.1522	False	AT1G02650	AT3G62570	0.25	0.25
AT1G02650__AT2G47440	0.9081100000000001	0.65476	1665.0	1512.0	0.6643899999999999	GF_001814	0.2968	1.5251	6.0	0.1946	False	AT1G02650	AT2G47440	0.25	0.25
AT5G07710__AT5G61390	0.90838	0.73247	1539.0	1398.0	0.40476	GF_001848	0.1261	0.9236	4.0	0.1365	False	AT5G07710	AT5G61390	1.0	1.0
AT3G02160__AT5G15570	0.86239	0.7633	1308.0	1128.0	0.46693999999999997	GF_001812	0.1756	0.7689	4.0	0.2284	False	AT3G02160	AT5G15570	1.0	1.0
AT1G50630__AT3G20300	0.9139299999999999	0.77952	1464.0	1338.0	0.2339	GF_001824	0.096	1.0265	4.0	0.0935	False	AT3G20300	AT1G50630	1.0	1.0
AT3G49570__AT5G24655	0.94845	0.75	291.0	276.0	0.32284	GF_001846	0.1692	1.4174	6.0	0.1194	False	AT5G24655	AT3G49570	0.25	0.25
AT4G17270__AT5G47540	0.97167	0.8542299999999999	1059.0	1029.0	0.13404000000000002	GF_001856	0.0605	0.7132	4.0	0.0849	False	AT5G47540	AT4G17270	1.0	1.0
AT3G24830__AT4G13170	0.9951700000000001	0.8543700000000001	621.0	618.0	0.09358	GF_001836	0.0485	0.7541	5.0	0.0643	False	AT4G13170	AT3G24830	1.0	1.0
AT3G07110__AT4G13170	0.9951700000000001	0.7961199999999999	621.0	618.0	0.10525	GF_001836	0.0532	1.6812	6.0	0.0317	False	AT3G07110	AT4G13170	0.25	0.25
AT1G29965__AT2G34480	0.5705100000000001	0.85019	936.0	534.0	0.07719	GF_001843	0.032	1.9447	6.0	0.0165	False	AT2G34480	AT1G29965	0.25	0.25
AT2G24240__AT4G30940	0.8940899999999999	0.8284	1473.0	1317.0	0.1259	GF_001841	0.0504	1.0535	5.0	0.0478	False	AT4G30940	AT2G24240	1.0	1.0
AT2G40480__AT3G56270	0.7226	0.71643	1752.0	1266.0	0.58925	GF_001833	0.2565	0.7738	5.0	0.3315	False	AT3G56270	AT2G40480	1.0	1.0
AT1G13270__AT3G25740	0.84198	0.75953	1215.0	1023.0	0.42462	GF_001870	0.1916	0.8887	4.0	0.2156	False	AT1G13270	AT3G25740	1.0	1.0
AT1G21440__AT1G77060	0.56853	0.8006	1773.0	1008.0	0.19308	GF_001835	0.1057	0.8444	5.0	0.1251	True	AT1G21440	AT1G77060	0.0	0.5
AT5G09410__AT5G64220	0.78328	0.78135	3696.0	2895.0	0.32341	GF_001866	0.1452	0.8071	4.0	0.1799	False	AT5G09410	AT5G64220	1.0	1.0
AT5G08440__AT5G23490	0.8589	0.76905	2445.0	2100.0	0.39466999999999997	GF_001842	0.177	0.8325	5.0	0.2127	False	AT5G08440	AT5G23490	0.5	0.5
AT4G35140__AT4G38480	0.54245	0.64783	2544.0	1380.0	0.55523	GF_001867	0.2488	2.3915	4.0	0.10400000000000001	False	AT4G35140	AT4G38480	1.0	1.0
AT2G38120__AT5G01240	0.9599200000000001	0.75852	1497.0	1437.0	0.20127	GF_001875	0.1015	1.4447	5.0	0.0703	False	AT2G38120	AT5G01240	1.0	1.0
AT2G38120__AT5G01240	0.9599200000000001	0.75852	1497.0	1437.0	0.20127	GF_001875	0.1015	1.4447	5.0	0.0703	False	AT2G38120	AT5G01240	1.0	1.0
AT1G13280__AT3G25760	0.98062	0.68379	774.0	759.0	0.59495	GF_001869	0.2799	1.1393	6.0	0.2457	False	AT1G13280	AT3G25760	0.33333	0.33333
AT1G06135__AT2G31335	0.83099	0.66667	213.0	177.0	0.73631	GF_001884	0.3025	1.1492	6.0	0.2632	False	AT2G31335	AT1G06135	0.33333	0.33333
AT3G11630__AT5G06290	0.8956200000000001	0.8245600000000001	891.0	798.0	0.12933	GF_001871	0.0284	0.6356	4.0	0.0447	False	AT5G06290	AT3G11630	1.0	1.0
AT2G22690__AT4G37880	0.87674	0.7595	1290.0	1131.0	0.37262	GF_001877	0.177	0.9242	4.0	0.1915	False	AT4G37880	AT2G22690	1.0	1.0
AT2G19690__AT4G29460	0.7156899999999999	0.70548	612.0	438.0	0.6084	GF_001892	0.2768	0.879	5.0	0.3149	False	AT2G19690	AT4G29460	0.5	0.5
AT3G46590__AT5G59430	0.7942899999999999	0.74354	1998.0	1587.0	0.46998	GF_001864	0.16399999999999998	0.5925	4.0	0.2767	False	AT3G46590	AT5G59430	1.0	1.0
AT1G30850__AT2G34910	0.61388	0.72909	1383.0	849.0	0.39233	GF_001911	0.1939	1.2193	4.0	0.159	False	AT1G30850	AT2G34910	1.0	1.0
AT1G30850__AT2G34910	0.61388	0.72909	1383.0	849.0	0.39233	GF_001911	0.1939	1.2193	4.0	0.159	False	AT1G30850	AT2G34910	1.0	1.0
AT4G20190__AT5G44660	0.7961	0.63669	1383.0	1101.0	0.6400899999999999	GF_001911	0.2584	1.1640000000000001	5.0	0.222	False	AT5G44660	AT4G20190	1.0	1.0
AT1G30850__AT5G44660	0.60738	0.51786	1383.0	840.0	1.19259	GF_001911	0.5148	7.4691	6.0	0.0689	True	AT1G30850	AT5G44660	0.0	0.25
AT1G30850__AT5G44660	0.60738	0.51786	1383.0	840.0	1.19259	GF_001911	0.5148	7.4691	6.0	0.0689	True	AT1G30850	AT5G44660	0.0	0.25
AT1G30850__AT4G20190	0.58785	0.5350600000000001	1383.0	813.0	1.15094	GF_001911	0.4655	4.361000000000001	6.0	0.1067	True	AT1G30850	AT4G20190	0.0	0.25
AT2G34910__AT5G44660	0.59219	0.52991	1383.0	819.0	1.17008	GF_001911	0.5122	5.5987	6.0	0.0915	True	AT2G34910	AT5G44660	0.0	0.25
AT2G34910__AT4G20190	0.57918	0.53808	1383.0	801.0	1.1284299999999998	GF_001911	0.455	6.1159	6.0	0.0744	True	AT2G34910	AT4G20190	0.0	0.25
AT4G19650__AT5G45113	0.35969	0.7520100000000001	3453.0	1242.0	0.4918	GF_001865	0.2471	0.6617	4.0	0.3734	False	AT4G19650	AT5G45113	1.0	1.0
AT2G36160__AT3G11510	1.0	0.8688899999999999	450.0	450.0	0.013619999999999998	GF_001955	0.0098	0.8405	4.0	0.0117	False	AT2G36160	AT3G11510	1.0	1.0
ATMG00430__ATMG01150	1.0	1.0	318.0	318.0	0.0	GF_001903	0.0	0.0	4.0	99.0	False	ATMG00430	ATMG01150	1.0	1.0
ATMG00430__ATMG01150	1.0	1.0	318.0	318.0	0.0	GF_001903	0.0	0.0	4.0	99.0	False	ATMG00430	ATMG01150	1.0	1.0
AT2G07666__ATMG00430	1.0	0.9968600000000001	318.0	318.0	0.0	GF_001903	0.0	0.0072	5.0	0.001	False	AT2G07666	ATMG00430	0.5	0.5
AT2G07666__ATMG00430	1.0	0.9968600000000001	318.0	318.0	0.0	GF_001903	0.0	0.0072	5.0	0.001	False	AT2G07666	ATMG00430	0.5	0.5
AT2G07666__ATMG01150	1.0	0.9968600000000001	318.0	318.0	0.0	GF_001903	0.0	0.0072	5.0	0.001	False	AT2G07666	ATMG01150	0.5	0.5
AT2G20230__AT4G28770	0.75843	0.77654	1068.0	810.0	0.27641	GF_001883	0.1013	0.9036	4.0	0.1122	False	AT2G20230	AT4G28770	1.0	1.0
AT1G11110__AT1G61150	0.31151999999999996	0.70168	2292.0	714.0	0.61643	GF_001874	0.3152	0.6175	5.0	0.5104	False	AT1G11110	AT1G61150	0.5	0.5
AT1G20330__AT1G76090	0.9228799999999999	0.78923	1167.0	1077.0	0.19413	GF_001872	0.0854	1.7412	4.0	0.049	False	AT1G20330	AT1G76090	1.0	1.0
AT3G12140__AT5G06780	0.6198	0.76677	1515.0	939.0	0.38498000000000004	GF_001881	0.1636	0.9253	5.0	0.1768	False	AT5G06780	AT3G12140	1.0	1.0
AT3G21660__AT4G15410	0.6996	0.53484	1518.0	1062.0	1.1436	GF_001885	0.4681	2.0537	6.0	0.2279	True	AT3G21660	AT4G15410	0.0	0.33333
AT1G32610__AT2G35230	0.61874	0.7147899999999999	1377.0	852.0	0.57725	GF_001910	0.2565	1.0508	4.0	0.2441	False	AT1G32610	AT2G35230	1.0	1.0
AT3G01170__AT5G15260	0.77061	0.74419	837.0	645.0	0.37659000000000004	GF_001891	0.1878	0.9299	4.0	0.2019	False	AT3G01170	AT5G15260	1.0	1.0
AT3G06180__AT5G19025	0.8566299999999999	0.7824300000000001	837.0	717.0	0.27871999999999997	GF_001891	0.1645	0.8	5.0	0.2057	False	AT3G06180	AT5G19025	1.0	1.0
AT1G21560__AT1G77270	0.53678	0.54146	2202.0	1182.0	1.53385	GF_001887	0.7404	1.4098	6.0	0.5252	False	AT1G77270	AT1G21560	0.33333	0.33333
AT1G02780__AT4G02230	0.9585299999999999	0.83814	651.0	624.0	0.07462	GF_001954	0.0267	1.7269	4.0	0.0155	False	AT1G02780	AT4G02230	1.0	1.0
AT2G38210__AT5G01410	0.24528000000000003	0.81624	954.0	234.0	0.12769	GF_001889	0.0721	1.1051	5.0	0.0652	False	AT5G01410	AT2G38210	0.5	0.5
AT3G05800__AT3G06590	0.75697	0.48421000000000003	753.0	570.0	1.46567	GF_001913	0.6413	3.2991	6.0	0.1944	True	AT3G05800	AT3G06590	0.0	0.25
AT4G18730__AT5G45775	1.0	0.9139200000000001	546.0	546.0	0.0	GF_001960	0.0005	0.5185	5.0	0.001	False	AT4G18730	AT5G45775	0.5	0.5
AT1G54220__AT3G13930	0.73764	0.8268200000000001	2184.0	1611.0	0.21356999999999998	GF_001899	0.1042	0.5706	4.0	0.1826	False	AT3G13930	AT1G54220	1.0	1.0
AT2G41835__AT3G57480	0.8333299999999999	0.79864	882.0	735.0	0.19630999999999998	GF_001907	0.0852	0.8420000000000001	4.0	0.1012	False	AT3G57480	AT2G41835	1.0	1.0
AT4G05180__AT4G21280	0.92827	0.78485	711.0	660.0	0.24706	GF_001938	0.149	0.8681	4.0	0.1716	False	AT4G05180	AT4G21280	1.0	1.0
AT3G09820__AT5G03300	0.6963600000000001	0.8779100000000001	1482.0	1032.0	0.08072	GF_001902	0.0521	0.4515	4.0	0.1153	False	AT5G03300	AT3G09820	1.0	1.0
AT3G27630__AT5G40460	0.83193	0.6835	357.0	297.0	0.6295	GF_001918	0.3086	1.0953	4.0	0.2817	False	AT3G27630	AT5G40460	1.0	1.0
AT1G10690__AT1G60783	0.89076	0.7106899999999999	357.0	318.0	0.54362	GF_001918	0.2137	0.9987	5.0	0.214	False	AT1G60783	AT1G10690	1.0	1.0
AT1G02500__AT4G01850	1.0	0.8821	1179.0	1179.0	0.03682	GF_001919	0.0178	0.6629999999999999	5.0	0.0269	False	AT1G02500	AT4G01850	1.0	1.0
AT3G05780__AT5G26860	0.8480200000000001	0.7823399999999999	3099.0	2628.0	0.33100999999999997	GF_001970	0.1602	0.7154	5.0	0.2239	False	AT3G05780	AT5G26860	0.5	0.5
AT2G43810__AT3G59810	0.9479200000000001	0.8608100000000001	288.0	273.0	0.12755	GF_001908	0.0835	0.5814	5.0	0.1437	False	AT2G43810	AT3G59810	1.0	1.0
AT1G80060__AT4G32270	0.81852	0.43741	810.0	663.0	1.65307	GF_001927	0.5471	3.8392	5.0	0.1425	False	AT1G80060	AT4G32270	1.0	1.0
AT4G11740__AT4G23040	0.8486799999999999	0.77261	1824.0	1548.0	0.3964	GF_001922	0.198	0.6559	4.0	0.3019	False	AT4G11740	AT4G23040	1.0	1.0
