	Vvi.cds
GF07262	GSVIVT01021889001
GF07263	GSVIVT01021864001
GF07264	GSVIVT01001786001
GF07265	GSVIVT01016157001
GF07266	GSVIVT01028643001
GF07267	GSVIVT01000711001
GF07268	GSVIVT01012889001
GF07269	GSVIVT01038310001
GF07270	GSVIVT01010722001
GF07271	GSVIVT01029313001
GF07272	GSVIVT01029193001
GF07273	GSVIVT01033928001
GF07274	GSVIVT01023576001
GF07275	GSVIVT01017371001
GF07276	GSVIVT01022906001
GF07277	GSVIVT01011339001
GF07278	GSVIVT01015624001
GF07279	GSVIVT01036101001
GF07280	GSVIVT01030670001
GF07281	GSVIVT01004082001
GF07282	GSVIVT01014683001
GF07283	GSVIVT01026983001
GF07284	GSVIVT01007919001
GF07285	GSVIVT01014217001
GF07286	GSVIVT01037512001
GF07287	GSVIVT01026290001
GF07288	GSVIVT01028412001
GF07289	GSVIVT01035688001
GF07290	GSVIVT01001526001
GF07291	GSVIVT01038735001
GF07292	GSVIVT01006670001
GF07293	GSVIVT01015906001
GF07294	GSVIVT01024721001
GF07295	GSVIVT01030519001
GF07296	GSVIVT01016921001
GF07297	GSVIVT01015050001
GF07298	GSVIVT01038577001
GF07299	GSVIVT01038676001
GF07300	GSVIVT01003504001
GF07301	GSVIVT01007723001
GF07302	GSVIVT01025298001
GF07303	GSVIVT01013315001
GF07304	GSVIVT01018558001
GF07305	GSVIVT01019355001
GF07306	GSVIVT01025708001
GF07307	GSVIVT01012900001
GF07308	GSVIVT01024638001
GF07309	GSVIVT01036735001
GF07310	GSVIVT01012041001
GF07311	GSVIVT01022377001
GF07312	GSVIVT01027650001
GF07313	GSVIVT01008223001
GF07314	GSVIVT01030694001
GF07315	GSVIVT01036890001
GF07316	GSVIVT01032048001
GF07317	GSVIVT01029455001
GF07318	GSVIVT01028437001
GF07319	GSVIVT01030442001
GF07320	GSVIVT01018747001
GF07321	GSVIVT01005230001
GF07322	GSVIVT01022543001
GF07323	GSVIVT01011030001
GF07324	GSVIVT01013115001
GF07325	GSVIVT01009741001
GF07326	GSVIVT01005240001
GF07327	GSVIVT01001127001
GF07328	GSVIVT01002272001
GF07329	GSVIVT01036383001
GF07330	GSVIVT01031188001
GF07331	GSVIVT01037045001
GF07332	GSVIVT01033225001
GF07333	GSVIVT01009495001
GF07334	GSVIVT01033834001
GF07335	GSVIVT01032906001
GF07336	GSVIVT01029550001
GF07337	GSVIVT01025180001
GF07338	GSVIVT01019908001
GF07339	GSVIVT01011499001
GF07340	GSVIVT01026478001
GF07341	GSVIVT01036647001
GF07342	GSVIVT01014916001
GF07343	GSVIVT01023012001
GF07344	GSVIVT01026798001
GF07345	GSVIVT01021385001
GF07346	GSVIVT01020766001
GF07347	GSVIVT01021142001
GF07348	GSVIVT01018864001
GF07349	GSVIVT01036150001
GF07350	GSVIVT01025960001
GF07351	GSVIVT01032423001
GF07352	GSVIVT01009862001
GF07353	GSVIVT01037647001
GF07354	GSVIVT01017620001
GF07355	GSVIVT01023528001
GF07356	GSVIVT01026363001
GF07357	GSVIVT01026460001
GF07358	GSVIVT01035753001
GF07359	GSVIVT01021270001
GF07360	GSVIVT01014053001
GF07361	GSVIVT01034660001
GF07362	GSVIVT01023484001
GF07363	GSVIVT01030145001
GF07364	GSVIVT01028695001
GF07365	GSVIVT01022532001
GF07366	GSVIVT01037841001
GF07367	GSVIVT01029250001
GF07368	GSVIVT01021924001
GF07369	GSVIVT01035126001
GF07370	GSVIVT01021954001
GF07371	GSVIVT01019518001
GF07372	GSVIVT01008189001
GF07373	GSVIVT01033267001
GF07374	GSVIVT01020169001
GF07375	GSVIVT01013139001
GF07376	GSVIVT01034662001
GF07377	GSVIVT01033197001
GF07378	GSVIVT01021408001
GF07379	GSVIVT01023987001
GF07380	GSVIVT01027047001
GF07381	GSVIVT01014444001
GF07382	GSVIVT01035422001
GF07383	GSVIVT01020024001
GF07384	GSVIVT01021196001
GF07385	GSVIVT01025375001
GF07386	GSVIVT01017559001
GF07387	GSVIVT01031731001
GF07388	GSVIVT01024907001
GF07389	GSVIVT01018216001
GF07390	GSVIVT01037874001
GF07391	GSVIVT01019698001
GF07392	GSVIVT01034163001
GF07393	GSVIVT01013061001
GF07394	GSVIVT01021543001
GF07395	GSVIVT01012154001
GF07396	GSVIVT01003274001
GF07397	GSVIVT01008659001
GF07398	GSVIVT01031169001
GF07399	GSVIVT01010994001
GF07400	GSVIVT01038215001
GF07401	GSVIVT01020844001
GF07402	GSVIVT01035975001
GF07403	GSVIVT01025464001
GF07404	GSVIVT01004916001
GF07405	GSVIVT01016585001
GF07406	GSVIVT01012496001
GF07407	GSVIVT01034292001
GF07408	GSVIVT01028660001
GF07409	GSVIVT01016008001
GF07410	GSVIVT01034520001
GF07411	GSVIVT01020600001
GF07412	GSVIVT01033291001
GF07413	GSVIVT01016316001
GF07414	GSVIVT01012069001
GF07415	GSVIVT01015368001
GF07416	GSVIVT01026147001
GF07417	GSVIVT01023503001
GF07418	GSVIVT01010139001
GF07419	GSVIVT01005839001
GF07420	GSVIVT01007813001
GF07421	GSVIVT01002213001
GF07422	GSVIVT01031653001
GF07423	GSVIVT01012661001
GF07424	GSVIVT01018713001
GF07425	GSVIVT01004012001
GF07426	GSVIVT01004908001
GF07427	GSVIVT01020506001
GF07428	GSVIVT01021393001
GF07429	GSVIVT01026770001
GF07430	GSVIVT01014590001
GF07431	GSVIVT01018535001
GF07432	GSVIVT01022171001
GF07433	GSVIVT01022255001
GF07434	GSVIVT01010180001
GF07435	GSVIVT01009002001
GF07436	GSVIVT01018288001
GF07437	GSVIVT01036521001
GF07438	GSVIVT01030416001
GF07439	GSVIVT01018119001
GF07440	GSVIVT01036913001
GF07441	GSVIVT01007766001
GF07442	GSVIVT01017833001
GF07443	GSVIVT01025483001
GF07444	GSVIVT01000526001
GF07445	GSVIVT01030403001
GF07446	GSVIVT01010010001
GF07447	GSVIVT01019746001
GF07448	GSVIVT01014019001
GF07449	GSVIVT01000054001
GF07450	GSVIVT01002467001
GF07451	GSVIVT01017780001
GF07452	GSVIVT01011106001
GF07453	GSVIVT01035840001
GF07454	GSVIVT01029082001
GF07455	GSVIVT01030170001
GF07456	GSVIVT01011462001
GF07457	GSVIVT01013246001
GF07458	GSVIVT01028605001
GF07459	GSVIVT01025335001
GF07460	GSVIVT01003347001
GF07461	GSVIVT01033551001
GF07462	GSVIVT01018966001
GF07463	GSVIVT01028023001
GF07464	GSVIVT01028762001
GF07465	GSVIVT01022001001
GF07466	GSVIVT01035037001
GF07467	GSVIVT01009836001
GF07468	GSVIVT01024414001
GF07469	GSVIVT01013300001
GF07470	GSVIVT01012724001
GF07471	GSVIVT01027774001
GF07472	GSVIVT01020622001
GF07473	GSVIVT01035999001
GF07474	GSVIVT01008891001
GF07475	GSVIVT01024558001
GF07476	GSVIVT01000757001
GF07477	GSVIVT01010442001
GF07478	GSVIVT01011213001
GF07479	GSVIVT01032680001
GF07480	GSVIVT01036491001
GF07481	GSVIVT01037639001
GF07482	GSVIVT01001930001
GF07483	GSVIVT01023605001
GF07484	GSVIVT01000584001
GF07485	GSVIVT01008461001
GF07486	GSVIVT01030843001
GF07487	GSVIVT01009269001
GF07488	GSVIVT01030672001
GF07489	GSVIVT01011834001
GF07490	GSVIVT01032559001
GF07491	GSVIVT01011608001
GF07492	GSVIVT01024953001
GF07493	GSVIVT01002338001
GF07494	GSVIVT01024640001
GF07495	GSVIVT01003677001
GF07496	GSVIVT01033589001
GF07497	GSVIVT01009156001
GF07498	GSVIVT01005902001
GF07499	GSVIVT01031392001
GF07500	GSVIVT01009614001
GF07501	GSVIVT01028058001
GF07502	GSVIVT01028159001
GF07503	GSVIVT01017071001
GF07504	GSVIVT01034418001
GF07505	GSVIVT01009701001
GF07506	GSVIVT01034633001
GF07507	GSVIVT01008857001
GF07508	GSVIVT01023500001
GF07509	GSVIVT01005922001
GF07510	GSVIVT01022777001
GF07511	GSVIVT01025850001
GF07512	GSVIVT01022986001
GF07513	GSVIVT01032722001
GF07514	GSVIVT01020523001
GF07515	GSVIVT01027065001
GF07516	GSVIVT01012872001
GF07517	GSVIVT01021529001
GF07518	GSVIVT01024444001
GF07519	GSVIVT01028871001
GF07520	GSVIVT01035544001
GF07521	GSVIVT01006258001
GF07522	GSVIVT01038586001
GF07523	GSVIVT01024178001
GF07524	GSVIVT01012923001
GF07525	GSVIVT01037914001
GF07526	GSVIVT01037942001
GF07527	GSVIVT01009321001
GF07528	GSVIVT01036208001
GF07529	GSVIVT01006216001
GF07530	GSVIVT01002363001
GF07531	GSVIVT01022129001
GF07532	GSVIVT01034090001
GF07533	GSVIVT01019533001
GF07534	GSVIVT01035595001
GF07535	GSVIVT01024403001
GF07536	GSVIVT01015717001
GF07537	GSVIVT01013976001
GF07538	GSVIVT01008459001
GF07539	GSVIVT01013106001
GF07540	GSVIVT01034991001
GF07541	GSVIVT01030963001
GF07542	GSVIVT01028357001
GF07543	GSVIVT01006787001
GF07544	GSVIVT01020419001
GF07545	GSVIVT01027253001
GF07546	GSVIVT01010187001
GF07547	GSVIVT01028195001
GF07548	GSVIVT01009434001
GF07549	GSVIVT01033504001
GF07550	GSVIVT01008350001
GF07551	GSVIVT01005273001
GF07552	GSVIVT01001304001
GF07553	GSVIVT01012009001
GF07554	GSVIVT01008751001
GF07555	GSVIVT01020097001
GF07556	GSVIVT01025576001
GF07557	GSVIVT01023976001
GF07558	GSVIVT01014644001
GF07559	GSVIVT01001139001
GF07560	GSVIVT01037420001
GF07561	GSVIVT01017728001
GF07562	GSVIVT01014061001
GF07563	GSVIVT01016681001
GF07564	GSVIVT01013975001
GF07565	GSVIVT01023549001
GF07566	GSVIVT01015501001
GF07567	GSVIVT01012311001
GF07568	GSVIVT01036460001
GF07569	GSVIVT01002655001
GF07570	GSVIVT01036881001
GF07571	GSVIVT01000965001
GF07572	GSVIVT01009188001
GF07573	GSVIVT01031777001
GF07574	GSVIVT01009688001
GF07575	GSVIVT01027049001
GF07576	GSVIVT01034860001
GF07577	GSVIVT01025788001
GF07578	GSVIVT01010213001
GF07579	GSVIVT01036789001
GF07580	GSVIVT01017376001
GF07581	GSVIVT01016088001
GF07582	GSVIVT01023389001
GF07583	GSVIVT01032122001
GF07584	GSVIVT01021235001
GF07585	GSVIVT01018816001
GF07586	GSVIVT01024158001
GF07587	GSVIVT01000723001
GF07588	GSVIVT01015590001
GF07589	GSVIVT01038407001
GF07590	GSVIVT01013697001
GF07591	GSVIVT01020208001
GF07592	GSVIVT01023865001
GF07593	GSVIVT01031434001
GF07594	GSVIVT01034512001
GF07595	GSVIVT01013700001
GF07596	GSVIVT01023835001
GF07597	GSVIVT01011483001
GF07598	GSVIVT01028350001
GF07599	GSVIVT01009843001
GF07600	GSVIVT01026548001
GF07601	GSVIVT01015321001
GF07602	GSVIVT01009199001
GF07603	GSVIVT01012928001
GF07604	GSVIVT01033762001
GF07605	GSVIVT01029946001
GF07606	GSVIVT01011919001
GF07607	GSVIVT01032266001
GF07608	GSVIVT01019298001
GF07609	GSVIVT01033858001
GF07610	GSVIVT01025317001
GF07611	GSVIVT01013590001
GF07612	GSVIVT01020450001
GF07613	GSVIVT01032646001
GF07614	GSVIVT01018716001
GF07615	GSVIVT01000788001
GF07616	GSVIVT01036619001
GF07617	GSVIVT01013922001
GF07618	GSVIVT01032890001
GF07619	GSVIVT01035992001
GF07620	GSVIVT01013565001
GF07621	GSVIVT01035016001
GF07622	GSVIVT01011539001
GF07623	GSVIVT01032406001
GF07624	GSVIVT01032216001
GF07625	GSVIVT01033260001
GF07626	GSVIVT01018753001
GF07627	GSVIVT01035394001
GF07628	GSVIVT01014757001
GF07629	GSVIVT01006384001
GF07630	GSVIVT01038784001
GF07631	GSVIVT01012753001
GF07632	GSVIVT01011095001
GF07633	GSVIVT01031339001
GF07634	GSVIVT01032260001
GF07635	GSVIVT01010823001
GF07636	GSVIVT01029104001
GF07637	GSVIVT01008604001
GF07638	GSVIVT01023096001
GF07639	GSVIVT01037089001
GF07640	GSVIVT01031409001
GF07641	GSVIVT01027213001
GF07642	GSVIVT01020268001
GF07643	GSVIVT01008385001
GF07644	GSVIVT01030724001
GF07645	GSVIVT01014742001
GF07646	GSVIVT01017423001
GF07647	GSVIVT01013980001
GF07648	GSVIVT01019597001
GF07649	GSVIVT01028101001
GF07650	GSVIVT01002030001
GF07651	GSVIVT01018208001
GF07652	GSVIVT01022975001
GF07653	GSVIVT01036394001
GF07654	GSVIVT01021960001
GF07655	GSVIVT01020274001
GF07656	GSVIVT01037710001
GF07657	GSVIVT01018878001
GF07658	GSVIVT01015947001
GF07659	GSVIVT01014741001
GF07660	GSVIVT01033401001
GF07661	GSVIVT01027218001
GF07662	GSVIVT01032862001
GF07663	GSVIVT01037858001
GF07664	GSVIVT01034882001
GF07665	GSVIVT01002699001
GF07666	GSVIVT01018192001
GF07667	GSVIVT01019341001
GF07668	GSVIVT01038598001
GF07669	GSVIVT01016699001
GF07670	GSVIVT01006300001
GF07671	GSVIVT01013786001
GF07672	GSVIVT01031728001
GF07673	GSVIVT01031045001
GF07674	GSVIVT01027771001
GF07675	GSVIVT01020465001
GF07676	GSVIVT01033180001
GF07677	GSVIVT01012094001
GF07678	GSVIVT01007683001
GF07679	GSVIVT01014321001
GF07680	GSVIVT01023730001
GF07681	GSVIVT01016889001
GF07682	GSVIVT01010747001
GF07683	GSVIVT01023281001
GF07684	GSVIVT01028987001
GF07685	GSVIVT01010548001
GF07686	GSVIVT01023743001
GF07687	GSVIVT01027315001
GF07688	GSVIVT01001158001
GF07689	GSVIVT01017699001
GF07690	GSVIVT01033066001
GF07691	GSVIVT01030714001
GF07692	GSVIVT01033626001
GF07693	GSVIVT01009435001
GF07694	GSVIVT01010989001
GF07695	GSVIVT01000001001
GF07696	GSVIVT01030255001
GF07697	GSVIVT01016348001
GF07698	GSVIVT01017812001
GF07699	GSVIVT01038638001
GF07700	GSVIVT01023136001
GF07701	GSVIVT01035454001
GF07702	GSVIVT01037459001
GF07703	GSVIVT01022604001
GF07704	GSVIVT01008172001
GF07705	GSVIVT01036253001
GF07706	GSVIVT01035700001
GF07707	GSVIVT01014430001
GF07708	GSVIVT01005231001
GF07709	GSVIVT01036723001
GF07710	GSVIVT01013449001
GF07711	GSVIVT01000139001
GF07712	GSVIVT01037720001
GF07713	GSVIVT01016070001
GF07714	GSVIVT01010482001
GF07715	GSVIVT01031842001
GF07716	GSVIVT01005245001
GF07717	GSVIVT01019720001
GF07718	GSVIVT01022592001
GF07719	GSVIVT01016215001
GF07720	GSVIVT01018387001
GF07721	GSVIVT01035792001
GF07722	GSVIVT01011274001
GF07723	GSVIVT01018495001
GF07724	GSVIVT01022444001
GF07725	GSVIVT01019509001
GF07726	GSVIVT01020726001
GF07727	GSVIVT01005239001
GF07728	GSVIVT01001001001
GF07729	GSVIVT01037893001
GF07730	GSVIVT01025904001
GF07731	GSVIVT01003127001
GF07732	GSVIVT01029042001
GF07733	GSVIVT01007536001
GF07734	GSVIVT01016519001
GF07735	GSVIVT01019989001
GF07736	GSVIVT01015672001
GF07737	GSVIVT01014475001
GF07738	GSVIVT01017393001
GF07739	GSVIVT01025117001
GF07740	GSVIVT01014316001
GF07741	GSVIVT01019443001
GF07742	GSVIVT01030530001
GF07743	GSVIVT01027726001
GF07744	GSVIVT01019149001
GF07745	GSVIVT01008360001
GF07746	GSVIVT01003814001
GF07747	GSVIVT01018015001
GF07748	GSVIVT01019029001
GF07749	GSVIVT01000552001
GF07750	GSVIVT01025143001
GF07751	GSVIVT01013056001
GF07752	GSVIVT01034659001
GF07753	GSVIVT01031258001
GF07754	GSVIVT01025491001
GF07755	GSVIVT01000649001
GF07756	GSVIVT01016924001
GF07757	GSVIVT01033441001
GF07758	GSVIVT01024265001
GF07759	GSVIVT01022560001
GF07760	GSVIVT01008936001
GF07761	GSVIVT01024019001
GF07762	GSVIVT01038289001
GF07763	GSVIVT01031828001
GF07764	GSVIVT01036806001
GF07765	GSVIVT01007520001
GF07766	GSVIVT01013162001
GF07767	GSVIVT01000177001
GF07768	GSVIVT01004725001
GF07769	GSVIVT01033577001
GF07770	GSVIVT01026113001
GF07771	GSVIVT01038537001
GF07772	GSVIVT01026773001
GF07773	GSVIVT01037995001
GF07774	GSVIVT01003654001
GF07775	GSVIVT01025290001
GF07776	GSVIVT01022880001
GF07777	GSVIVT01034130001
GF07778	GSVIVT01025274001
GF07779	GSVIVT01029164001
GF07780	GSVIVT01017739001
GF07781	GSVIVT01036129001
GF07782	GSVIVT01033924001
GF07783	GSVIVT01023121001
GF07784	GSVIVT01026645001
GF07785	GSVIVT01012452001
GF07786	GSVIVT01011593001
GF07787	GSVIVT01035955001
GF07788	GSVIVT01020002001
GF07789	GSVIVT01004474001
GF07790	GSVIVT01019817001
GF07791	GSVIVT01011482001
GF07792	GSVIVT01003949001
GF07793	GSVIVT01034542001
GF07794	GSVIVT01015946001
GF07795	GSVIVT01034018001
GF07796	GSVIVT01009231001
GF07797	GSVIVT01033606001
GF07798	GSVIVT01002194001
GF07799	GSVIVT01009844001
GF07800	GSVIVT01033552001
GF07801	GSVIVT01035437001
GF07802	GSVIVT01030178001
GF07803	GSVIVT01033697001
GF07804	GSVIVT01032869001
GF07805	GSVIVT01010734001
GF07806	GSVIVT01037584001
GF07807	GSVIVT01036765001
GF07808	GSVIVT01012356001
GF07809	GSVIVT01034708001
GF07810	GSVIVT01026784001
GF07811	GSVIVT01009355001
GF07812	GSVIVT01017851001
GF07813	GSVIVT01021967001
GF07814	GSVIVT01029402001
GF07815	GSVIVT01009214001
GF07816	GSVIVT01003943001
GF07817	GSVIVT01035355001
GF07818	GSVIVT01038534001
GF07819	GSVIVT01033574001
GF07820	GSVIVT01038154001
GF07821	GSVIVT01008132001
GF07822	GSVIVT01012833001
GF07823	GSVIVT01037052001
GF07824	GSVIVT01003328001
GF07825	GSVIVT01008773001
GF07826	GSVIVT01022920001
GF07827	GSVIVT01009242001
GF07828	GSVIVT01014777001
GF07829	GSVIVT01014723001
GF07830	GSVIVT01010446001
GF07831	GSVIVT01036547001
GF07832	GSVIVT01018664001
GF07833	GSVIVT01024884001
GF07834	GSVIVT01020039001
GF07835	GSVIVT01012668001
GF07836	GSVIVT01000904001
GF07837	GSVIVT01006204001
GF07838	GSVIVT01031422001
GF07839	GSVIVT01017098001
GF07840	GSVIVT01024699001
GF07841	GSVIVT01036515001
GF07842	GSVIVT01016082001
GF07843	GSVIVT01038279001
GF07844	GSVIVT01021026001
GF07845	GSVIVT01023093001
GF07846	GSVIVT01022408001
GF07847	GSVIVT01031509001
GF07848	GSVIVT01025733001
GF07849	GSVIVT01016047001
GF07850	GSVIVT01023286001
GF07851	GSVIVT01033880001
GF07852	GSVIVT01023691001
GF07853	GSVIVT01011626001
GF07854	GSVIVT01029208001
GF07855	GSVIVT01026562001
GF07856	GSVIVT01021973001
GF07857	GSVIVT01031491001
GF07858	GSVIVT01005226001
GF07859	GSVIVT01034527001
GF07860	GSVIVT01004904001
GF07861	GSVIVT01036387001
GF07862	GSVIVT01003793001
GF07863	GSVIVT01020109001
GF07864	GSVIVT01019230001
GF07865	GSVIVT01026929001
GF07866	GSVIVT01038570001
GF07867	GSVIVT01012812001
GF07868	GSVIVT01013701001
GF07869	GSVIVT01033436001
GF07870	GSVIVT01032591001
GF07871	GSVIVT01008260001
GF07872	GSVIVT01012491001
GF07873	GSVIVT01026405001
GF07874	GSVIVT01002790001
GF07875	GSVIVT01004896001
GF07876	GSVIVT01022534001
GF07877	GSVIVT01001432001
GF07878	GSVIVT01014869001
GF07879	GSVIVT01019191001
GF07880	GSVIVT01001049001
GF07881	GSVIVT01024514001
GF07882	GSVIVT01038627001
GF07883	GSVIVT01006376001
GF07884	GSVIVT01036785001
GF07885	GSVIVT01019151001
GF07886	GSVIVT01005717001
GF07887	GSVIVT01019086001
GF07888	GSVIVT01015346001
GF07889	GSVIVT01035539001
GF07890	GSVIVT01035797001
GF07891	GSVIVT01024197001
GF07892	GSVIVT01028857001
GF07893	GSVIVT01008494001
GF07894	GSVIVT01007070001
GF07895	GSVIVT01032060001
GF07896	GSVIVT01021606001
GF07897	GSVIVT01020921001
GF07898	GSVIVT01027534001
GF07899	GSVIVT01025078001
GF07900	GSVIVT01022414001
GF07901	GSVIVT01015225001
GF07902	GSVIVT01021835001
GF07903	GSVIVT01011098001
GF07904	GSVIVT01019144001
GF07905	GSVIVT01006271001
GF07906	GSVIVT01032976001
GF07907	GSVIVT01033371001
GF07908	GSVIVT01009757001
GF07909	GSVIVT01021719001
GF07910	GSVIVT01037384001
GF07911	GSVIVT01011890001
GF07912	GSVIVT01028352001
GF07913	GSVIVT01000395001
GF07914	GSVIVT01001984001
GF07915	GSVIVT01036609001
GF07916	GSVIVT01008953001
GF07917	GSVIVT01029663001
GF07918	GSVIVT01019328001
GF07919	GSVIVT01017013001
GF07920	GSVIVT01035347001
GF07921	GSVIVT01037707001
GF07922	GSVIVT01003378001
GF07923	GSVIVT01017035001
GF07924	GSVIVT01031094001
GF07925	GSVIVT01037596001
GF07926	GSVIVT01028253001
GF07927	GSVIVT01011103001
GF07928	GSVIVT01019647001
GF07929	GSVIVT01031680001
GF07930	GSVIVT01035036001
GF07931	GSVIVT01036878001
GF07932	GSVIVT01030603001
GF07933	GSVIVT01027954001
GF07934	GSVIVT01010884001
GF07935	GSVIVT01013466001
GF07936	GSVIVT01032650001
GF07937	GSVIVT01033440001
GF07938	GSVIVT01019241001
GF07939	GSVIVT01018504001
GF07940	GSVIVT01028601001
GF07941	GSVIVT01017049001
GF07942	GSVIVT01015905001
GF07943	GSVIVT01017553001
GF07944	GSVIVT01037900001
GF07945	GSVIVT01013792001
GF07946	GSVIVT01037883001
GF07947	GSVIVT01008545001
GF07948	GSVIVT01012179001
GF07949	GSVIVT01022420001
GF07950	GSVIVT01026144001
GF07951	GSVIVT01024788001
GF07952	GSVIVT01026115001
GF07953	GSVIVT01013678001
GF07954	GSVIVT01018831001
GF07955	GSVIVT01031807001
GF07956	GSVIVT01020840001
GF07957	GSVIVT01026780001
GF07958	GSVIVT01019798001
GF07959	GSVIVT01010456001
GF07960	GSVIVT01022130001
GF07961	GSVIVT01023801001
GF07962	GSVIVT01015863001
GF07963	GSVIVT01012998001
GF07964	GSVIVT01030762001
GF07965	GSVIVT01011595001
GF07966	GSVIVT01033337001
GF07967	GSVIVT01032407001
GF07968	GSVIVT01028203001
GF07969	GSVIVT01037100001
GF07970	GSVIVT01032585001
GF07971	GSVIVT01014476001
GF07972	GSVIVT01018044001
GF07973	GSVIVT01026447001
GF07974	GSVIVT01034129001
GF07975	GSVIVT01019382001
GF07976	GSVIVT01018138001
GF07977	GSVIVT01025508001
GF07978	GSVIVT01013874001
GF07979	GSVIVT01014318001
GF07980	GSVIVT01035713001
GF07981	GSVIVT01021115001
GF07982	GSVIVT01015868001
GF07983	GSVIVT01023785001
GF07984	GSVIVT01023747001
GF07985	GSVIVT01038280001
GF07986	GSVIVT01025507001
GF07987	GSVIVT01017865001
GF07988	GSVIVT01001780001
GF07989	GSVIVT01008681001
GF07990	GSVIVT01015145001
GF07991	GSVIVT01013113001
GF07992	GSVIVT01027589001
GF07993	GSVIVT01008521001
GF07994	GSVIVT01032805001
GF07995	GSVIVT01015513001
GF07996	GSVIVT01010337001
GF07997	GSVIVT01031662001
GF07998	GSVIVT01022073001
GF07999	GSVIVT01037356001
GF08000	GSVIVT01028481001
GF08001	GSVIVT01006903001
GF08002	GSVIVT01020614001
GF08003	GSVIVT01021626001
GF08004	GSVIVT01012398001
GF08005	GSVIVT01017722001
GF08006	GSVIVT01020344001
GF08007	GSVIVT01001658001
GF08008	GSVIVT01013567001
GF08009	GSVIVT01024968001
GF08010	GSVIVT01035172001
GF08011	GSVIVT01028820001
GF08012	GSVIVT01024965001
GF08013	GSVIVT01016645001
GF08014	GSVIVT01015867001
GF08015	GSVIVT01032383001
GF08016	GSVIVT01022493001
GF08017	GSVIVT01017162001
GF08018	GSVIVT01033737001
GF08019	GSVIVT01029689001
GF08020	GSVIVT01010210001
GF08021	GSVIVT01012742001
GF08022	GSVIVT01009767001
GF08023	GSVIVT01034578001
GF08024	GSVIVT01012177001
GF08025	GSVIVT01009934001
GF08026	GSVIVT01005701001
GF08027	GSVIVT01011558001
GF08028	GSVIVT01007931001
GF08029	GSVIVT01004727001
GF08030	GSVIVT01038072001
GF08031	GSVIVT01033650001
GF08032	GSVIVT01024321001
GF08033	GSVIVT01027304001
GF08034	GSVIVT01037972001
GF08035	GSVIVT01017726001
GF08036	GSVIVT01000796001
GF08037	GSVIVT01007788001
GF08038	GSVIVT01030092001
GF08039	GSVIVT01014211001
GF08040	GSVIVT01014919001
GF08041	GSVIVT01016051001
GF08042	GSVIVT01011986001
GF08043	GSVIVT01028888001
GF08044	GSVIVT01017356001
GF08045	GSVIVT01000081001
GF08046	GSVIVT01014178001
GF08047	GSVIVT01014968001
GF08048	GSVIVT01038290001
GF08049	GSVIVT01020484001
GF08050	GSVIVT01031073001
GF08051	GSVIVT01031149001
GF08052	GSVIVT01035132001
GF08053	GSVIVT01018379001
GF08054	GSVIVT01033652001
GF08055	GSVIVT01037262001
GF08056	GSVIVT01032957001
GF08057	GSVIVT01013259001
GF08058	GSVIVT01035364001
GF08059	GSVIVT01003863001
GF08060	GSVIVT01030185001
GF08061	GSVIVT01014648001
GF08062	GSVIVT01005251001
GF08063	GSVIVT01009465001
GF08064	GSVIVT01032322001
GF08065	GSVIVT01032956001
GF08066	GSVIVT01022882001
GF08067	GSVIVT01015301001
GF08068	GSVIVT01034904001
GF08069	GSVIVT01009711001
GF08070	GSVIVT01000793001
GF08071	GSVIVT01009690001
GF08072	GSVIVT01009730001
GF08073	GSVIVT01035621001
GF08074	GSVIVT01011903001
GF08075	GSVIVT01020400001
GF08076	GSVIVT01005817001
GF08077	GSVIVT01027861001
GF08078	GSVIVT01015510001
GF08079	GSVIVT01036220001
GF08080	GSVIVT01036861001
GF08081	GSVIVT01034281001
GF08082	GSVIVT01025792001
GF08083	GSVIVT01018670001
GF08084	GSVIVT01024926001
GF08085	GSVIVT01000667001
GF08086	GSVIVT01034091001
GF08087	GSVIVT01011621001
GF08088	GSVIVT01003120001
GF08089	GSVIVT01037731001
GF08090	GSVIVT01037786001
GF08091	GSVIVT01027289001
GF08092	GSVIVT01031598001
GF08093	GSVIVT01034329001
GF08094	GSVIVT01007917001
GF08095	GSVIVT01030273001
GF08096	GSVIVT01004971001
GF08097	GSVIVT01028816001
GF08098	GSVIVT01022935001
GF08099	GSVIVT01030496001
GF08100	GSVIVT01017987001
GF08101	GSVIVT01020660001
GF08102	GSVIVT01016586001
GF08103	GSVIVT01010667001
GF08104	GSVIVT01019772001
GF08105	GSVIVT01013097001
GF08106	GSVIVT01022004001
GF08107	GSVIVT01035097001
GF08108	GSVIVT01018703001
GF08109	GSVIVT01003370001
GF08110	GSVIVT01011688001
GF08111	GSVIVT01031759001
GF08112	GSVIVT01025264001
GF08113	GSVIVT01031521001
GF08114	GSVIVT01028731001
GF08115	GSVIVT01030569001
GF08116	GSVIVT01024601001
GF08117	GSVIVT01009831001
GF08118	GSVIVT01003392001
