Orthogroup	A. trichopoda	V. vinifera
OG0003619	ATR0824G173.1	GSVIVT01008494001
OG0003620	ATR0044G025.1	GSVIVT01021437001
OG0003621	ATR0697G160.1	GSVIVT01033394001
OG0003622	ATR0697G301.1	GSVIVT01029950001
OG0003623	ATR0026G002.1	GSVIVT01035393001
OG0003624	ATR0618G031.1	GSVIVT01032860001
OG0003625	ATR0730G149.1	GSVIVT01032456001
OG0003626	ATR0743G163.1	GSVIVT01038250001
OG0003627	ATR0743G026.1	GSVIVT01030867001
OG0003628	ATR1089G012.1	GSVIVT01023116001
OG0003629	ATR0680G072.1	GSVIVT01010538001
OG0003630	ATR0763G247.1	GSVIVT01012101001
OG0003631	ATR0121G011.1	GSVIVT01008944001
OG0003632	ATR0144G017.1	GSVIVT01038531001
OG0003633	ATR1101G081.1	GSVIVT01037734001
OG0003634	ATR0307G045.1	GSVIVT01011390001
OG0003635	ATR0075G004.1	GSVIVT01038135001
OG0003636	ATR0733G144.1	GSVIVT01009623001
OG0003637	ATR0188G012.1	GSVIVT01028700001
OG0003638	ATR0033G011.1	GSVIVT01016641001
OG0003639	ATR0626G143.1	GSVIVT01030557001
OG0003640	ATR0051G067.1	GSVIVT01017214001
OG0003641	ATR0598G168.1	GSVIVT01011597001
OG0003642	ATR0757G012.1	GSVIVT01004911001
OG0003643	ATR0787G153.1	GSVIVT01026351001
OG0003644	ATR0789G175.1	GSVIVT01016893001
OG0003645	ATR0767G241.1	GSVIVT01012862001
OG0003646	ATR0580G035.1	GSVIVT01032270001
OG0003647	ATR0022G028.1	GSVIVT01009140001
OG0003648	ATR0037G017.1	GSVIVT01011394001
OG0003649	ATR0012G056.1	GSVIVT01022365001
OG0003650	ATR0487G001.1	GSVIVT01011041001
OG0003651	ATR0605G288.1	GSVIVT01032103001
OG0003652	ATR0807G168.1	GSVIVT01026644001
OG0003653	ATR0706G248.1	GSVIVT01003913001
OG0003654	ATR0767G115.1	GSVIVT01006593001
OG0003655	ATR0680G314.1	GSVIVT01029740001
OG0003656	ATR0693G307.1	GSVIVT01034346001
OG0003657	ATR1131G009.1	GSVIVT01026978001
OG0003658	ATR0807G206.1	GSVIVT01030613001
OG0003659	ATR1127G115.1	GSVIVT01024552001
OG0003660	ATR0681G389.1	GSVIVT01016205001
OG0003661	ATR0706G210.1	GSVIVT01019752001
OG0003662	ATR1136G039.1	GSVIVT01000252001
OG0003663	ATR1101G028.1	GSVIVT01030537001
OG0003664	ATR0618G423.1	GSVIVT01026245001
OG0003665	ATR0743G084.1	GSVIVT01031665001
OG0003666	ATR0057G058.1	GSVIVT01013975001
OG0003667	ATR0762G009.1	GSVIVT01030631001
OG0003668	ATR0053G008.1	GSVIVT01036450001
OG0003669	ATR0757G043.1	GSVIVT01004914001
OG0003670	ATR0693G170.1	GSVIVT01003184001
OG0003671	ATR0109G004.1	GSVIVT01019447001
OG0003672	ATR1098G155.1	GSVIVT01019299001
OG0003673	ATR0564G153.1	GSVIVT01022192001
OG0003674	ATR1125G060.1	GSVIVT01011886001
OG0003675	ATR0680G016.1	GSVIVT01029789001
OG0003676	ATR0824G129.1	GSVIVT01005751001
OG0003677	ATR1098G054.1	GSVIVT01027148001
OG0003678	ATR0317G054.1	GSVIVT01015013001
OG0003679	ATR1127G014.1	GSVIVT01032869001
OG0003680	ATR0787G210.1	GSVIVT01027931001
OG0003681	ATR1136G148.1	GSVIVT01023240001
OG0003682	ATR0602G208.1	GSVIVT01021171001
OG0003683	ATR0684G219.1	GSVIVT01008933001
OG0003684	ATR1125G037.1	GSVIVT01011890001
OG0003685	ATR0820G296.1	GSVIVT01010722001
OG0003686	ATR0001G047.1	GSVIVT01001278001
OG0003687	ATR0807G222.1	GSVIVT01010291001
OG0003688	ATR0618G243.1	GSVIVT01033992001
OG0003689	ATR0796G062.1	GSVIVT01017693001
OG0003690	ATR0626G258.1	GSVIVT01010179001
OG0003691	ATR1136G110.1	GSVIVT01026485001
OG0003692	ATR0706G016.1	GSVIVT01010978001
OG0003693	ATR0829G015.1	GSVIVT01022634001
OG0003694	ATR0594G145.1	GSVIVT01032729001
OG0003695	ATR0584G014.1	GSVIVT01019440001
OG0003696	ATR0686G131.1	GSVIVT01024342001
OG0003697	ATR0051G030.1	GSVIVT01016820001
OG0003698	ATR0602G023.1	GSVIVT01019546001
OG0003699	ATR0582G333.1	GSVIVT01033018001
OG0003700	ATR0059G027.1	GSVIVT01004812001
OG0003701	ATR0736G227.1	GSVIVT01028643001
OG0003702	ATR0307G132.1	GSVIVT01025776001
OG0003703	ATR1125G089.1	GSVIVT01036262001
OG0003704	ATR0706G153.1	GSVIVT01017781001
OG0003705	ATR0681G264.1	GSVIVT01011175001
OG0003706	ATR1089G076.1	GSVIVT01023146001
OG0003707	ATR0661G060.1	GSVIVT01008733001
OG0003708	ATR0320G036.1	GSVIVT01019516001
OG0003709	ATR1120G161.1	GSVIVT01020072001
OG0003710	ATR0697G008.1	GSVIVT01037518001
OG0003711	ATR0693G058.1	GSVIVT01006340001
OG0003712	ATR0730G107.1	GSVIVT01020241001
OG0003713	ATR0626G176.1	GSVIVT01010873001
OG0003714	ATR0171G014.1	GSVIVT01025733001
OG0003715	ATR1120G177.1	GSVIVT01015553001
OG0003716	ATR0767G033.1	GSVIVT01017423001
OG0003717	ATR0584G033.1	GSVIVT01026471001
OG0003718	ATR0582G248.1	GSVIVT01032936001
OG0003719	ATR0743G002.1	GSVIVT01020576001
OG0003720	ATR0665G490.1	GSVIVT01003117001
OG0003721	ATR0743G220.1	GSVIVT01013580001
OG0003722	ATR0757G076.1	GSVIVT01019902001
OG0003723	ATR1149G050.1	GSVIVT01020163001
OG0003724	ATR0751G054.1	GSVIVT01014611001
OG0003725	ATR0730G038.1	GSVIVT01032464001
OG0003726	ATR0705G067.1	GSVIVT01035629001
OG0003727	ATR0705G071.1	GSVIVT01015322001
OG0003728	ATR0073G020.1	GSVIVT01002735001
OG0003729	ATR0564G333.1	GSVIVT01022210001
OG0003730	ATR0697G223.1	GSVIVT01037533001
OG0003731	ATR0705G119.1	GSVIVT01016960001
OG0003732	ATR0559G121.1	GSVIVT01005028001
OG0003733	ATR0585G074.1	GSVIVT01009761001
OG0003734	ATR0665G345.1	GSVIVT01018327001
OG0003735	ATR0582G314.1	GSVIVT01033016001
OG0003736	ATR0618G070.1	GSVIVT01010227001
OG0003737	ATR0763G209.1	GSVIVT01021774001
OG0003738	ATR0665G052.1	GSVIVT01020601001
OG0003739	ATR0681G199.1	GSVIVT01032801001
OG0003740	ATR0559G091.1	GSVIVT01024939001
OG0003741	ATR0820G297.1	GSVIVT01033826001
OG0003742	ATR0001G046.1	GSVIVT01007551001
OG0003743	ATR0733G028.1	GSVIVT01009688001
OG0003744	ATR1125G036.1	GSVIVT01011892001
OG0003745	ATR0559G344.1	GSVIVT01016585001
OG0003746	ATR0743G141.1	GSVIVT01001532001
OG0003747	ATR0680G169.1	GSVIVT01031088001
OG0003748	ATR0759G120.1	GSVIVT01032616001
OG0003749	ATR0733G198.1	GSVIVT01009666001
OG0003750	ATR0474G001.1	GSVIVT01020586001
OG0003751	ATR0564G180.1	GSVIVT01010080001
OG0003752	ATR0789G068.1	GSVIVT01016892001
OG0003753	ATR0820G033.1	GSVIVT01011279001
OG0003754	ATR0697G054.1	GSVIVT01022502001
OG0003755	ATR0796G232.1	GSVIVT01037910001
OG0003756	ATR0693G004.1	GSVIVT01000458001
OG0003757	ATR0706G169.1	GSVIVT01017752001
OG0003758	ATR0332G014.1	GSVIVT01017942001
OG0003759	ATR0737G039.1	GSVIVT01033413001
OG0003760	ATR0827G177.1	GSVIVT01012239001
OG0003761	ATR0059G026.1	GSVIVT01004808001
OG0003762	ATR0602G019.1	GSVIVT01027170001
OG0003763	ATR0684G008.1	GSVIVT01009099001
OG0003764	ATR0602G171.1	GSVIVT01019563001
OG0003765	ATR0807G249.1	GSVIVT01026642001
OG0003766	ATR0580G001.1	GSVIVT01023627001
OG0003767	ATR0582G225.1	GSVIVT01032952001
OG0003768	ATR0665G584.1	GSVIVT01018037001
OG0003769	ATR1089G077.1	GSVIVT01023216001
OG0003770	ATR0579G076.1	GSVIVT01008643001
OG0003771	ATR1089G061.1	GSVIVT01023151001
OG0003772	ATR1156G012.1	GSVIVT01017280001
OG0003773	ATR0820G259.1	GSVIVT01036089001
OG0003774	ATR0733G203.1	GSVIVT01018977001
OG0003775	ATR0762G046.1	GSVIVT01012626001
OG0003776	ATR0620G124.1	GSVIVT01038622001
OG0003777	ATR0723G044.1	GSVIVT01007546001
OG0003778	ATR0723G032.1	GSVIVT01033662001
OG0003779	ATR1120G176.1	GSVIVT01020075001
OG0003780	ATR0043G033.1	GSVIVT01031518001
OG0003781	ATR0609G026.1	GSVIVT01002004001
OG0003782	ATR1093G048.1	GSVIVT01028743001
OG0003783	ATR0824G134.1	GSVIVT01021235001
OG0003784	ATR0568G142.1	GSVIVT01036865001
OG0003785	ATR0709G070.1	GSVIVT01026467001
OG0003786	ATR0626G300.1	GSVIVT01017852001
OG0003787	ATR1098G008.1	GSVIVT01021528001
OG0003788	ATR0661G342.1	GSVIVT01037421001
OG0003789	ATR1145G051.1	GSVIVT01026206001
OG0003790	ATR0057G105.1	GSVIVT01004725001
OG0003791	ATR0568G056.1	GSVIVT01024495001
OG0003792	ATR0661G055.1	GSVIVT01028725001
OG0003793	ATR0626G161.1	GSVIVT01010871001
OG0003794	ATR0733G081.1	GSVIVT01018985001
OG0003795	ATR0661G531.1	GSVIVT01033707001
OG0003796	ATR0829G020.1	GSVIVT01024455001
OG0003797	ATR0594G128.1	GSVIVT01025540001
OG0003798	ATR0829G202.1	GSVIVT01013094001
OG0003799	ATR0661G313.1	GSVIVT01008740001
OG0003800	ATR0796G244.1	GSVIVT01031150001
OG0003801	ATR0757G061.1	GSVIVT01019823001
OG0003802	ATR0584G263.1	GSVIVT01022329001
OG0003803	ATR0705G093.1	GSVIVT01016979001
OG0003804	ATR1159G094.1	GSVIVT01025148001
OG0003805	ATR0681G013.1	GSVIVT01032714001
OG0003806	ATR0697G219.1	GSVIVT01022465001
OG0003807	ATR0796G340.1	GSVIVT01019536001
OG0003808	ATR0705G066.1	GSVIVT01017243001
OG0003809	ATR0804G008.1	GSVIVT01014540001
OG0003810	ATR1159G025.1	GSVIVT01032525001
OG0003811	ATR0598G251.1	GSVIVT01029396001
OG0003812	ATR0820G241.1	GSVIVT01036187001
OG0003813	ATR0743G027.1	GSVIVT01004003001
OG0003814	ATR0127G024.1	GSVIVT01014154001
OG0003815	ATR0794G016.1	GSVIVT01037647001
OG0003816	ATR0064G111.1	GSVIVT01019776001
OG0003817	ATR0068G092.1	GSVIVT01029943001
OG0003818	ATR0064G079.1	GSVIVT01018161001
OG0003819	ATR0582G017.1	GSVIVT01000919001
OG0003820	ATR0564G294.1	GSVIVT01010210001
OG0003821	ATR0665G433.1	GSVIVT01036275001
OG0003822	ATR0772G014.1	GSVIVT01033935001
OG0003823	ATR0661G570.1	GSVIVT01025087001
OG0003824	ATR1156G076.1	GSVIVT01017250001
OG0003825	ATR0829G226.1	GSVIVT01036939001
OG0003826	ATR0807G251.1	GSVIVT01026222001
OG0003827	ATR1096G040.1	GSVIVT01031386001
OG0003828	ATR0564G445.1	GSVIVT01011460001
OG0003829	ATR0022G045.1	GSVIVT01012508001
OG0003830	ATR1136G194.1	GSVIVT01026518001
OG0003831	ATR0767G120.1	GSVIVT01009214001
OG0003832	ATR0730G092.1	GSVIVT01038572001
OG0003833	ATR0665G109.1	GSVIVT01018296001
OG0003834	ATR0665G088.1	GSVIVT01008272001
OG0003835	ATR0307G081.1	GSVIVT01000834001
OG0003836	ATR0730G122.1	GSVIVT01007956001
OG0003837	ATR0057G004.1	GSVIVT01014003001
OG0003838	ATR0794G153.1	GSVIVT01012704001
OG0003839	ATR0800G169.1	GSVIVT01022267001
OG0003840	ATR0820G115.1	GSVIVT01034716001
OG0003841	ATR0019G053.1	GSVIVT01034228001
OG0003842	ATR0763G246.1	GSVIVT01021747001
OG0003843	ATR0796G011.1	GSVIVT01036301001
OG0003844	ATR0609G002.1	GSVIVT01005232001
OG0003845	ATR0681G400.1	GSVIVT01021584001
OG0003846	ATR0743G159.1	GSVIVT01007182001
OG0003847	ATR0568G035.1	GSVIVT01023803001
OG0003848	ATR0661G271.1	GSVIVT01023887001
OG0003849	ATR0037G016.1	GSVIVT01017132001
OG0003850	ATR0681G135.1	GSVIVT01011172001
OG0003851	ATR0620G025.1	GSVIVT01012792001
OG0003852	ATR0680G180.1	GSVIVT01036208001
OG0003853	ATR0564G017.1	GSVIVT01020038001
OG0003854	ATR0626G282.1	GSVIVT01016503001
OG0003855	ATR0582G294.1	GSVIVT01001120001
OG0003856	ATR0051G066.1	GSVIVT01035416001
OG0003857	ATR0602G130.1	GSVIVT01038560001
OG0003858	ATR0824G250.1	GSVIVT01007535001
OG0003859	ATR1120G143.1	GSVIVT01013697001
OG0003860	ATR0736G020.1	GSVIVT01027846001
OG0003861	ATR0681G336.1	GSVIVT01032800001
OG0003862	ATR0736G190.1	GSVIVT01028335001
OG0003863	ATR0737G148.1	GSVIVT01014340001
OG0003864	ATR0787G169.1	GSVIVT01029073001
OG0003865	ATR1134G081.1	GSVIVT01023274001
OG0003866	ATR0580G308.1	GSVIVT01029150001
OG0003867	ATR0807G174.1	GSVIVT01029393001
OG0003868	ATR0559G152.1	GSVIVT01016519001
OG0003869	ATR0561G114.1	GSVIVT01033099001
OG0003870	ATR0665G191.1	GSVIVT01018297001
OG0003871	ATR0751G160.1	GSVIVT01014869001
OG0003872	ATR0661G491.1	GSVIVT01019418001
OG0003873	ATR0219G019.1	GSVIVT01016222001
OG0003874	ATR0315G055.1	GSVIVT01015344001
OG0003875	ATR0582G283.1	GSVIVT01008617001
OG0003876	ATR0579G146.1	GSVIVT01018756001
OG0003877	ATR0800G099.1	GSVIVT01034967001
OG0003878	ATR0824G072.1	GSVIVT01007582001
OG0003879	ATR0213G020.1	GSVIVT01021299001
OG0003880	ATR0807G211.1	GSVIVT01023866001
OG0003881	ATR1125G015.1	GSVIVT01008318001
OG0003882	ATR0097G005.1	GSVIVT01031798001
OG0003883	ATR0772G054.1	GSVIVT01034628001
OG0003884	ATR0602G041.1	GSVIVT01020699001
OG0003885	ATR0561G036.1	GSVIVT01008533001
OG0003886	ATR1155G007.1	GSVIVT01019684001
OG0003887	ATR0138G018.1	GSVIVT01022340001
OG0003888	ATR0739G011.1	GSVIVT01009341001
OG0003889	ATR0487G016.1	GSVIVT01011040001
OG0003890	ATR0568G210.1	GSVIVT01036890001
OG0003891	ATR0829G037.1	GSVIVT01029984001
OG0003892	ATR0605G031.1	GSVIVT01013442001
OG0003893	ATR0598G145.1	GSVIVT01011480001
OG0003894	ATR0053G014.1	GSVIVT01035496001
OG0003895	ATR0564G001.1	GSVIVT01011417001
OG0003896	ATR0109G018.1	GSVIVT01036691001
OG0003897	ATR0743G067.1	GSVIVT01015989001
OG0003898	ATR0317G120.1	GSVIVT01013865001
OG0003899	ATR0629G078.1	GSVIVT01001047001
OG0003900	ATR0712G125.1	GSVIVT01037786001
OG0003901	ATR0743G236.1	GSVIVT01018960001
OG0003902	ATR0598G346.1	GSVIVT01000394001
OG0003903	ATR0584G160.1	GSVIVT01008863001
OG0003904	ATR0626G398.1	GSVIVT01035546001
OG0003905	ATR1098G090.1	GSVIVT01021529001
OG0003906	ATR0796G051.1	GSVIVT01028203001
OG0003907	ATR0559G143.1	GSVIVT01024875001
OG0003908	ATR1210G001.1	GSVIVT01006222001
OG0003909	ATR0564G057.1	GSVIVT01007993001
OG0003910	ATR0697G241.1	GSVIVT01021884001
OG0003911	ATR0757G147.1	GSVIVT01038588001
OG0003912	ATR0787G099.1	GSVIVT01027909001
OG0003913	ATR0037G056.1	GSVIVT01017112001
OG0003914	ATR0665G454.1	GSVIVT01008094001
OG0003915	ATR1153G053.1	GSVIVT01009358001
OG0003916	ATR0564G474.1	GSVIVT01009302001
OG0003917	ATR1149G094.1	GSVIVT01020182001
OG0003918	ATR0751G120.1	GSVIVT01014748001
OG0003919	ATR0705G185.1	GSVIVT01016980001
OG0003920	ATR1149G124.1	GSVIVT01007812001
OG0003921	ATR0081G022.1	GSVIVT01024467001
OG0003922	ATR0121G006.1	GSVIVT01011898001
OG0003923	ATR0824G210.1	GSVIVT01005754001
OG0003924	ATR0620G065.1	GSVIVT01012881001
OG0003925	ATR0733G100.1	GSVIVT01031896001
OG0003926	ATR0582G001.1	GSVIVT01001124001
OG0003927	ATR0099G063.1	GSVIVT01003974001
OG0003928	ATR0124G031.1	GSVIVT01010187001
OG0003929	ATR0320G020.1	GSVIVT01019518001
OG0003930	ATR0794G134.1	GSVIVT01030425001
OG0003931	ATR0580G225.1	GSVIVT01028558001
OG0003932	ATR0019G034.1	GSVIVT01000141001
OG0003933	ATR0561G154.1	GSVIVT01010454001
OG0003934	ATR0049G084.1	GSVIVT01008708001
OG0003935	ATR0796G138.1	GSVIVT01034999001
OG0003936	ATR0589G053.1	GSVIVT01028719001
OG0003937	ATR0564G099.1	GSVIVT01008016001
OG0003938	ATR0772G136.1	GSVIVT01034519001
OG0003939	ATR1153G116.1	GSVIVT01009347001
OG0003940	ATR0051G026.1	GSVIVT01032607001
OG0003941	ATR0763G170.1	GSVIVT01020355001
OG0003942	ATR0626G047.1	GSVIVT01032232001
OG0003943	ATR0605G212.1	GSVIVT01026648001
OG0003944	ATR0580G390.1	GSVIVT01033178001
OG0003945	ATR0582G265.1	GSVIVT01000932001
OG0003946	ATR0706G057.1	GSVIVT01017816001
OG0003947	ATR0051G002.1	GSVIVT01026979001
OG0003948	ATR0118G019.1	GSVIVT01008478001
OG0003949	ATR0048G025.1	GSVIVT01025708001
OG0003950	ATR0332G054.1	GSVIVT01017937001
OG0003951	ATR0315G036.1	GSVIVT01017064001
OG0003952	ATR0602G127.1	GSVIVT01027169001
OG0003953	ATR0580G294.1	GSVIVT01029182001
OG0003954	ATR0307G100.1	GSVIVT01025851001
OG0003955	ATR0753G159.1	GSVIVT01020406001
OG0003956	ATR0680G283.1	GSVIVT01030373001
OG0003957	ATR0602G097.1	GSVIVT01027149001
OG0003958	ATR0665G368.1	GSVIVT01015660001
OG0003959	ATR0680G057.1	GSVIVT01014369001
OG0003960	ATR0626G009.1	GSVIVT01011077001
OG0003961	ATR0208G018.1	GSVIVT01000126001
OG0003962	ATR0827G091.1	GSVIVT01012231001
OG0003963	ATR0751G263.1	GSVIVT01030140001
OG0003964	ATR0602G059.1	GSVIVT01021223001
OG0003965	ATR0705G084.1	GSVIVT01035615001
OG0003966	ATR0743G255.1	GSVIVT01024344001
OG0003967	ATR0810G088.1	GSVIVT01019636001
OG0003968	ATR0733G068.1	GSVIVT01009612001
OG0003969	ATR0626G188.1	GSVIVT01010868001
OG0003970	ATR1149G025.1	GSVIVT01006715001
OG0003971	ATR0693G362.1	GSVIVT01005847001
OG0003972	ATR0691G173.1	GSVIVT01010139001
OG0003973	ATR0706G099.1	GSVIVT01017823001
OG0003974	ATR0789G028.1	GSVIVT01015249001
OG0003975	ATR0736G089.1	GSVIVT01027854001
OG0003976	ATR0820G136.1	GSVIVT01036111001
OG0003977	ATR0706G129.1	GSVIVT01029745001
OG0003978	ATR0757G021.1	GSVIVT01019613001
OG0003979	ATR1089G088.1	GSVIVT01037121001
OG0003980	ATR0564G265.1	GSVIVT01031065001
OG0003981	ATR1127G008.1	GSVIVT01016359001
OG0003982	ATR0697G297.1	GSVIVT01017994001
OG0003983	ATR0829G060.1	GSVIVT01022787001
OG0003984	ATR0807G044.1	GSVIVT01008915001
OG0003985	ATR0730G228.1	GSVIVT01001332001
OG0003986	ATR1089G109.1	GSVIVT01023143001
OG0003987	ATR0705G163.1	GSVIVT01015336001
OG0003988	ATR0037G035.1	GSVIVT01017121001
OG0003989	ATR0598G044.1	GSVIVT01035487001
OG0003990	ATR0605G070.1	GSVIVT01032057001
OG0003991	ATR1145G011.1	GSVIVT01019108001
OG0003992	ATR0697G033.1	GSVIVT01029949001
OG0003993	ATR1134G100.1	GSVIVT01008878001
OG0003994	ATR0618G303.1	GSVIVT01021319001
OG0003995	ATR0705G026.1	GSVIVT01035332001
OG0003996	ATR0174G013.1	GSVIVT01030288001
OG0003997	ATR0068G003.1	GSVIVT01025513001
OG0003998	ATR0737G078.1	GSVIVT01033407001
OG0003999	ATR0789G081.1	GSVIVT01035346001
OG0004000	ATR1120G073.1	GSVIVT01000051001
OG0004001	ATR0564G308.1	GSVIVT01011673001
OG0004002	ATR0804G090.1	GSVIVT01006112001
OG0004003	ATR0681G053.1	GSVIVT01024692001
OG0004004	ATR0665G593.1	GSVIVT01018050001
OG0004005	ATR0626G121.1	GSVIVT01028689001
OG0004006	ATR0568G153.1	GSVIVT01036885001
OG0004007	ATR1136G165.1	GSVIVT01025999001
OG0004008	ATR0697G259.1	GSVIVT01006271001
OG0004009	ATR1127G223.1	GSVIVT01024525001
OG0004010	ATR0681G287.1	GSVIVT01012872001
OG0004011	ATR0665G566.1	GSVIVT01013208001
OG0004012	ATR0810G191.1	GSVIVT01024071001
OG0004013	ATR0626G091.1	GSVIVT01017883001
OG0004014	ATR0165G033.1	GSVIVT01021658001
OG0004015	ATR0767G223.1	GSVIVT01006474001
OG0004016	ATR0068G079.1	GSVIVT01037441001
OG0004017	ATR1132G076.1	GSVIVT01031505001
OG0004018	ATR0602G063.1	GSVIVT01020685001
OG0004019	ATR0225G026.1	GSVIVT01009569001
OG0004020	ATR1098G014.1	GSVIVT01021662001
OG0004021	ATR0618G379.1	GSVIVT01012055001
OG0004022	ATR0626G344.1	GSVIVT01011128001
OG0004023	ATR0582G035.1	GSVIVT01001139001
OG0004024	ATR0820G008.1	GSVIVT01034760001
OG0004025	ATR0751G259.1	GSVIVT01030131001
OG0004026	ATR0626G218.1	GSVIVT01032269001
OG0004027	ATR0661G446.1	GSVIVT01006894001
OG0004028	ATR0661G020.1	GSVIVT01028866001
OG0004029	ATR0706G056.1	GSVIVT01028016001
OG0004030	ATR0680G142.1	GSVIVT01028910001
OG0004031	ATR0767G054.1	GSVIVT01009190001
OG0004032	ATR0827G073.1	GSVIVT01030081001
OG0004033	ATR0824G169.1	GSVIVT01023268001
OG0004034	ATR0564G250.1	GSVIVT01025135001
OG0004035	ATR0665G270.1	GSVIVT01006735001
OG0004036	ATR0796G304.1	GSVIVT01031342001
OG0004037	ATR0030G044.1	GSVIVT01000145001
OG0004038	ATR0829G055.1	GSVIVT01012985001
OG0004039	ATR0315G089.1	GSVIVT01038690001
OG0004040	ATR0820G223.1	GSVIVT01009973001
OG0004041	ATR0800G035.1	GSVIVT01017342001
OG0004042	ATR0150G008.1	GSVIVT01012120001
OG0004043	ATR0691G021.1	GSVIVT01036527001
OG0004044	ATR1120G188.1	GSVIVT01013686001
OG0004045	ATR0796G192.1	GSVIVT01035121001
OG0004046	ATR0829G230.1	GSVIVT01013264001
OG0004047	ATR1096G082.1	GSVIVT01036643001
OG0004048	ATR1098G033.1	GSVIVT01021530001
OG0004049	ATR0584G136.1	GSVIVT01029694001
OG0004050	ATR0705G197.1	GSVIVT01035290001
OG0004051	ATR0317G033.1	GSVIVT01018660001
OG0004052	ATR0332G008.1	GSVIVT01025257001
OG0004053	ATR0743G260.1	GSVIVT01010845001
OG0004054	ATR0559G300.1	GSVIVT01024922001
OG0004055	ATR0697G296.1	GSVIVT01001978001
OG0004056	ATR0174G029.1	GSVIVT01014098001
OG0004057	ATR0043G008.1	GSVIVT01033692001
OG0004058	ATR0987G010.1	GSVIVT01005452001
OG0004059	ATR0580G016.1	GSVIVT01029639001
OG0004060	ATR0681G069.1	GSVIVT01016701001
OG0004061	ATR0582G250.1	GSVIVT01001140001
OG0004062	ATR0561G060.1	GSVIVT01008538001
OG0004063	ATR0609G119.1	GSVIVT01037396001
OG0004064	ATR1120G091.1	GSVIVT01017331001
OG0004065	ATR0691G109.1	GSVIVT01000223001
OG0004066	ATR0665G567.1	GSVIVT01032566001
OG0004067	ATR0684G014.1	GSVIVT01003438001
OG0004068	ATR0767G219.1	GSVIVT01005931001
OG0004069	ATR0787G035.1	GSVIVT01016860001
OG0004070	ATR0815G014.1	GSVIVT01008215001
OG0004071	ATR1128G032.1	GSVIVT01002096001
OG0004072	ATR0602G184.1	GSVIVT01020670001
OG0004073	ATR0598G309.1	GSVIVT01012001001
OG0004074	ATR0705G159.1	GSVIVT01035626001
OG0004075	ATR0006G078.1	GSVIVT01036220001
OG0004076	ATR1091G013.1	GSVIVT01007727001
OG0004077	ATR0737G165.1	GSVIVT01038073001
OG0004078	ATR0602G085.1	GSVIVT01019539001
OG0004079	ATR0706G035.1	GSVIVT01017812001
OG0004080	ATR0680G035.1	GSVIVT01026936001
OG0004081	ATR0561G266.1	GSVIVT01021024001
OG0004082	ATR0090G002.1	GSVIVT01023272001
OG0004083	ATR0609G030.1	GSVIVT01036114001
OG0004084	ATR0721G107.1	GSVIVT01033253001
OG0004085	ATR0824G225.1	GSVIVT01007536001
OG0004086	ATR0776G022.1	GSVIVT01033652001
OG0004087	ATR0736G055.1	GSVIVT01028583001
OG0004088	ATR0368G002.1	GSVIVT01035535001
OG0004089	ATR0579G147.1	GSVIVT01038627001
OG0004090	ATR0794G099.1	GSVIVT01004631001
OG0004091	ATR0697G090.1	GSVIVT01037520001
OG0004092	ATR0743G237.1	GSVIVT01019056001
OG0004093	ATR0605G392.1	GSVIVT01000350001
OG0004094	ATR0724G004.1	GSVIVT01016786001
OG0004095	ATR0911G001.1	GSVIVT01000416001
OG0004096	ATR0580G210.1	GSVIVT01029626001
OG0004097	ATR0807G181.1	GSVIVT01027681001
OG0004098	ATR0320G015.1	GSVIVT01033260001
OG0004099	ATR0697G120.1	GSVIVT01037513001
OG0004100	ATR1136G078.1	GSVIVT01000253001
OG0004101	ATR0829G036.1	GSVIVT01013266001
OG0004102	ATR0693G246.1	GSVIVT01008633001
OG0004103	ATR0800G142.1	GSVIVT01017346001
OG0004104	ATR0743G123.1	GSVIVT01010737001
OG0004105	ATR0585G132.1	GSVIVT01021423001
OG0004106	ATR1096G004.1	GSVIVT01008641001
OG0004107	ATR0564G142.1	GSVIVT01031976001
OG0004108	ATR0618G140.1	GSVIVT01026227001
OG0004109	ATR0177G043.1	GSVIVT01032906001
OG0004110	ATR0705G141.1	GSVIVT01015331001
OG0004111	ATR0757G052.1	GSVIVT01019912001
OG0004112	ATR0121G007.1	GSVIVT01029690001
OG0004113	ATR0753G002.1	GSVIVT01022139001
OG0004114	ATR0665G231.1	GSVIVT01018049001
OG0004115	ATR0665G076.1	GSVIVT01029786001
OG0004116	ATR0564G056.1	GSVIVT01013666001
OG0004117	ATR0033G007.1	GSVIVT01016616001
OG0004118	ATR0829G154.1	GSVIVT01026719001
OG0004119	ATR0012G016.1	GSVIVT01021256001
OG0004120	ATR1094G008.1	GSVIVT01030611001
OG0004121	ATR0661G226.1	GSVIVT01026989001
OG0004122	ATR0767G155.1	GSVIVT01009199001
OG0004123	ATR0051G027.1	GSVIVT01015151001
OG0004124	ATR1127G155.1	GSVIVT01024527001
OG0004125	ATR0602G102.1	GSVIVT01020655001
OG0004126	ATR0059G030.1	GSVIVT01004818001
OG0004127	ATR0057G040.1	GSVIVT01009697001
OG0004128	ATR0733G175.1	GSVIVT01009588001
OG0004129	ATR0807G128.1	GSVIVT01026563001
OG0004130	ATR0582G134.1	GSVIVT01033905001
OG0004131	ATR0210G030.1	GSVIVT01034049001
OG0004132	ATR0789G132.1	GSVIVT01035351001
OG0004133	ATR0626G152.1	GSVIVT01017887001
OG0004134	ATR0580G072.1	GSVIVT01038625001
OG0004135	ATR0794G001.1	GSVIVT01010083001
