	Atr.cds
GF10285	ATR1154G041.1
GF10286	ATR0796G043.1
GF10287	ATR0772G115.1
GF10288	ATR0763G052.1
GF10289	ATR0763G149.1
GF10290	ATR1156G056.1
GF10291	ATR1120G073.1
GF10292	ATR0730G238.1
GF10293	ATR0037G017.1
GF10294	ATR0721G006.1
GF10295	ATR0772G084.1
GF10296	ATR0829G094.1
GF10297	ATR0197G003.1
GF10298	ATR0789G167.1
GF10299	ATR0724G102.1
GF10300	ATR0001G060.1
GF10301	ATR0326G044.1
GF10302	ATR0584G221.1
GF10303	ATR0037G044.1
GF10304	ATR0618G097.1
GF10305	ATR0782G204.1
GF10306	ATR0178G014.1
GF10307	ATR0917G002.1
GF10308	ATR0626G389.1
GF10309	ATR0789G184.1
GF10310	ATR0109G024.1
GF10311	ATR0561G009.1
GF10312	ATR0829G185.1
GF10313	ATR0582G043.1
GF10314	ATR1128G052.1
GF10315	ATR0589G092.1
GF10316	ATR0180G031.1
GF10317	ATR0661G223.1
GF10318	ATR0789G169.1
GF10319	ATR1088G045.1
GF10320	ATR0730G104.1
GF10321	ATR0716G081.1
GF10322	ATR0579G093.1
GF10323	ATR0763G092.1
GF10324	ATR0706G112.1
GF10325	ATR0585G125.1
GF10326	ATR0568G006.1
GF10327	ATR1134G008.1
GF10328	ATR0762G041.1
GF10329	ATR0618G123.1
GF10330	ATR1120G151.1
GF10331	ATR0759G002.1
GF10332	ATR1127G235.1
GF10333	ATR0739G115.1
GF10334	ATR0009G030.1
GF10335	ATR0827G153.1
GF10336	ATR1120G016.1
GF10337	ATR0618G140.1
GF10338	ATR0322G065.1
GF10339	ATR0317G127.1
GF10340	ATR1159G035.1
GF10341	ATR0026G040.1
GF10342	ATR0665G206.1
GF10343	ATR0191G001.1
GF10344	ATR0626G140.1
GF10345	ATR0665G611.1
GF10346	ATR0605G120.1
GF10347	ATR1098G023.1
GF10348	ATR1159G050.1
GF10349	ATR0789G123.1
GF10350	ATR0733G256.1
GF10351	ATR0810G257.1
GF10352	ATR0329G066.1
GF10353	ATR0733G019.1
GF10354	ATR0057G069.1
GF10355	ATR0609G009.1
GF10356	ATR1120G061.1
GF10357	ATR0693G082.1
GF10358	ATR1149G028.1
GF10359	ATR0998G003.1
GF10360	ATR0568G159.1
GF10361	ATR0626G039.1
GF10362	ATR0594G187.1
GF10363	ATR0598G180.1
GF10364	ATR0752G175.1
GF10365	ATR0306G004.1
GF10366	ATR0564G261.1
GF10367	ATR0797G001.1
GF10368	ATR0561G036.1
GF10369	ATR0580G362.1
GF10370	ATR0697G016.1
GF10371	ATR1136G111.1
GF10372	ATR0171G042.1
GF10373	ATR0624G106.1
GF10374	ATR0706G083.1
GF10375	ATR0122G016.1
GF10376	ATR0820G044.1
GF10377	ATR0665G494.1
GF10378	ATR0752G031.1
GF10379	ATR0736G198.1
GF10380	ATR1156G024.1
GF10381	ATR0087G004.1
GF10382	ATR0624G051.1
GF10383	ATR0043G003.1
GF10384	ATR0776G049.1
GF10385	ATR0824G049.1
GF10386	ATR0564G216.1
GF10387	ATR0829G145.1
GF10388	ATR0602G205.1
GF10389	ATR0099G012.1
GF10390	ATR1153G070.1
GF10391	ATR0620G037.1
GF10392	ATR0686G060.1
GF10393	ATR0001G014.1
GF10394	ATR0730G175.1
GF10395	ATR0626G080.1
GF10396	ATR0743G092.1
GF10397	ATR0105G008.1
GF10398	ATR0762G012.1
GF10399	ATR0660G008.1
GF10400	ATR0693G323.1
GF10401	ATR0716G069.1
GF10402	ATR0739G189.1
GF10403	ATR0184G029.1
GF10404	ATR1120G007.1
GF10405	ATR0585G148.1
GF10406	ATR0787G071.1
GF10407	ATR0099G070.1
GF10408	ATR0875G002.1
GF10409	ATR1093G035.1
GF10410	ATR0721G036.1
GF10411	ATR0594G096.1
GF10412	ATR0047G001.1
GF10413	ATR0712G101.1
GF10414	ATR0800G105.1
GF10415	ATR0579G132.1
GF10416	ATR0057G123.1
GF10417	ATR0739G193.1
GF10418	ATR0579G082.1
GF10419	ATR0759G041.1
GF10420	ATR0632G001.1
GF10421	ATR0629G010.1
GF10422	ATR0782G009.1
GF10423	ATR1126G078.1
GF10424	ATR0081G045.1
GF10425	ATR0706G081.1
GF10426	ATR0620G046.1
GF10427	ATR0001G055.1
GF10428	ATR0006G003.1
GF10429	ATR0624G079.1
GF10430	ATR0068G020.1
GF10431	ATR0709G062.1
GF10432	ATR0584G192.1
GF10433	ATR0829G119.1
GF10434	ATR0006G060.1
GF10435	ATR0188G002.1
GF10436	ATR0561G263.1
GF10437	ATR0602G233.1
GF10438	ATR0699G001.1
GF10439	ATR1125G111.1
GF10440	ATR0665G366.1
GF10441	ATR0693G206.1
GF10442	ATR1136G084.1
GF10443	ATR0594G159.1
GF10444	ATR1149G031.1
GF10445	ATR0753G143.1
GF10446	ATR0609G053.1
GF10447	ATR0661G316.1
GF10448	ATR0736G139.1
GF10449	ATR0580G317.1
GF10450	ATR0787G109.1
GF10451	ATR0776G007.1
GF10452	ATR0789G153.1
GF10453	ATR0693G087.1
GF10454	ATR0721G034.1
GF10455	ATR0706G188.1
GF10456	ATR0665G559.1
GF10457	ATR1136G218.1
GF10458	ATR0124G052.1
GF10459	ATR1120G200.1
GF10460	ATR0122G012.1
GF10461	ATR0589G062.1
GF10462	ATR0680G115.1
GF10463	ATR0665G432.1
GF10464	ATR0730G022.1
GF10465	ATR0150G014.1
GF10466	ATR0568G055.1
GF10467	ATR1096G126.1
GF10468	ATR0709G022.1
GF10469	ATR0665G468.1
GF10470	ATR0009G006.1
GF10471	ATR0609G113.1
GF10472	ATR0564G026.1
GF10473	ATR0043G014.1
GF10474	ATR0153G001.1
GF10475	ATR0626G226.1
GF10476	ATR0665G334.1
GF10477	ATR0824G191.1
GF10478	ATR0478G001.1
GF10479	ATR0006G064.1
GF10480	ATR0680G368.1
GF10481	ATR0684G208.1
GF10482	ATR0716G087.1
GF10483	ATR0399G002.1
GF10484	ATR0789G045.1
GF10485	ATR0751G032.1
GF10486	ATR0680G431.1
GF10487	ATR0104G024.1
GF10488	ATR0057G075.1
GF10489	ATR0605G210.1
GF10490	ATR0075G031.1
GF10491	ATR0733G126.1
GF10492	ATR1088G037.1
GF10493	ATR0609G128.1
GF10494	ATR0751G046.1
GF10495	ATR1120G196.1
GF10496	ATR0070G001.1
GF10497	ATR0697G020.1
GF10498	ATR0602G254.1
GF10499	ATR0003G013.1
GF10500	ATR0712G169.1
GF10501	ATR0807G170.1
GF10502	ATR0661G557.1
GF10503	ATR0824G137.1
GF10504	ATR0843G001.1
GF10505	ATR0332G068.1
GF10506	ATR0680G232.1
GF10507	ATR0580G309.1
GF10508	ATR0124G002.1
GF10509	ATR0589G056.1
GF10510	ATR0753G169.1
GF10511	ATR0051G033.1
GF10512	ATR0684G068.1
GF10513	ATR0580G134.1
GF10514	ATR0751G111.1
GF10515	ATR0026G003.1
GF10516	ATR0582G338.1
GF10517	ATR0564G204.1
GF10518	ATR0585G016.1
GF10519	ATR0691G106.1
GF10520	ATR1145G022.1
GF10521	ATR0561G047.1
GF10522	ATR0810G051.1
GF10523	ATR0559G289.1
GF10524	ATR0589G039.1
GF10525	ATR0697G254.1
GF10526	ATR0782G154.1
GF10527	ATR0665G126.1
GF10528	ATR0723G037.1
GF10529	ATR0739G089.1
GF10530	ATR0561G099.1
GF10531	ATR0705G179.1
GF10532	ATR0752G018.1
GF10533	ATR0753G020.1
GF10534	ATR0626G055.1
GF10535	ATR0199G037.1
GF10536	ATR0037G047.1
GF10537	ATR0022G040.1
GF10538	ATR0680G018.1
GF10539	ATR1100G015.1
GF10540	ATR0317G011.1
GF10541	ATR0332G033.1
GF10542	ATR0589G121.1
GF10543	ATR0693G199.1
GF10544	ATR0733G245.1
GF10545	ATR0782G014.1
GF10546	ATR0618G348.1
GF10547	ATR0680G140.1
GF10548	ATR0706G077.1
GF10549	ATR0582G155.1
GF10550	ATR0579G066.1
GF10551	ATR0078G008.1
GF10552	ATR0127G031.1
GF10553	ATR0743G184.1
GF10554	ATR0827G148.1
GF10555	ATR1132G116.1
GF10556	ATR0109G027.1
GF10557	ATR0820G088.1
GF10558	ATR0794G108.1
GF10559	ATR0763G246.1
GF10560	ATR0697G297.1
GF10561	ATR0724G011.1
GF10562	ATR1134G059.1
GF10563	ATR0053G023.1
GF10564	ATR0629G078.1
GF10565	ATR0772G146.1
GF10566	ATR0706G243.1
GF10567	ATR0961G001.1
GF10568	ATR0705G038.1
GF10569	ATR0021G017.1
GF10570	ATR1089G058.1
GF10571	ATR1127G103.1
GF10572	ATR0564G459.1
GF10573	ATR0618G105.1
GF10574	ATR1136G048.1
GF10575	ATR0665G474.1
GF10576	ATR0564G095.1
GF10577	ATR0829G048.1
GF10578	ATR1088G020.1
GF10579	ATR1100G001.1
GF10580	ATR0618G055.1
GF10581	ATR0665G514.1
GF10582	ATR0605G264.1
GF10583	ATR0579G151.1
GF10584	ATR0980G010.1
GF10585	ATR0697G047.1
GF10586	ATR1088G056.1
GF10587	ATR0109G033.1
GF10588	ATR0733G056.1
GF10589	ATR1127G048.1
GF10590	ATR0006G046.1
GF10591	ATR0580G088.1
GF10592	ATR1089G062.1
GF10593	ATR0213G034.1
GF10594	ATR0751G274.1
GF10595	ATR0618G411.1
GF10596	ATR0767G109.1
GF10597	ATR0141G002.1
GF10598	ATR0605G227.1
GF10599	ATR0723G098.1
GF10600	ATR1134G012.1
GF10601	ATR0051G015.1
GF10602	ATR0824G127.1
GF10603	ATR0753G101.1
GF10604	ATR0730G127.1
GF10605	ATR0602G054.1
GF10606	ATR0739G041.1
GF10607	ATR0751G076.1
GF10608	ATR0730G039.1
GF10609	ATR0684G032.1
GF10610	ATR0322G059.1
GF10611	ATR1120G075.1
GF10612	ATR0568G016.1
GF10613	ATR0796G051.1
GF10614	ATR0691G141.1
GF10615	ATR0796G023.1
GF10616	ATR0605G251.1
GF10617	ATR0582G269.1
GF10618	ATR1125G037.1
GF10619	ATR0733G042.1
GF10620	ATR0068G118.1
GF10621	ATR0665G342.1
GF10622	ATR0624G104.1
GF10623	ATR0115G013.1
GF10624	ATR0691G113.1
GF10625	ATR0051G026.1
GF10626	ATR0564G155.1
GF10627	ATR0736G213.1
GF10628	ATR0564G105.1
GF10629	ATR0697G059.1
GF10630	ATR0815G065.1
GF10631	ATR0068G027.1
GF10632	ATR0021G047.1
GF10633	ATR0219G017.1
GF10634	ATR0693G177.1
GF10635	ATR1105G002.1
GF10636	ATR0686G111.1
GF10637	ATR1125G087.1
GF10638	ATR0691G281.1
GF10639	ATR0594G234.1
GF10640	ATR0810G177.1
GF10641	ATR0315G056.1
GF10642	ATR0686G177.1
GF10643	ATR0745G062.1
GF10644	ATR0044G005.1
GF10645	ATR0661G470.1
GF10646	ATR0820G107.1
GF10647	ATR0827G089.1
GF10648	ATR0980G013.1
GF10649	ATR0097G001.1
GF10650	ATR0691G057.1
GF10651	ATR0693G399.1
GF10652	ATR0626G180.1
GF10653	ATR0810G041.1
GF10654	ATR1125G044.1
GF10655	ATR1096G111.1
GF10656	ATR0629G049.1
GF10657	ATR0598G005.1
GF10658	ATR0794G127.1
GF10659	ATR0717G001.1
GF10660	ATR0794G019.1
GF10661	ATR1132G079.1
GF10662	ATR0723G045.1
GF10663	ATR0580G203.1
GF10664	ATR0605G355.1
GF10665	ATR0585G104.1
GF10666	ATR0022G034.1
GF10667	ATR0315G102.1
GF10668	ATR0083G069.1
GF10669	ATR0598G085.1
GF10670	ATR0041G019.1
GF10671	ATR0083G055.1
GF10672	ATR1102G021.1
GF10673	ATR0753G095.1
GF10674	ATR0626G026.1
GF10675	ATR0115G037.1
GF10676	ATR0829G217.1
GF10677	ATR0304G033.1
GF10678	ATR0561G054.1
GF10679	ATR0767G242.1
GF10680	ATR0680G003.1
GF10681	ATR0697G179.1
GF10682	ATR0584G083.1
GF10683	ATR0016G003.1
GF10684	ATR0057G082.1
GF10685	ATR0049G059.1
GF10686	ATR0743G243.1
GF10687	ATR0776G077.1
GF10688	ATR0559G316.1
GF10689	ATR0618G365.1
GF10690	ATR0733G156.1
GF10691	ATR1126G069.1
GF10692	ATR0037G074.1
GF10693	ATR0598G281.1
GF10694	ATR0789G004.1
GF10695	ATR0759G082.1
GF10696	ATR0561G205.1
GF10697	ATR0605G010.1
GF10698	ATR0568G211.1
GF10699	ATR0691G058.1
GF10700	ATR0767G241.1
GF10701	ATR0730G136.1
GF10702	ATR1128G064.1
GF10703	ATR0665G516.1
GF10704	ATR0827G001.1
GF10705	ATR0681G392.1
GF10706	ATR1151G001.1
GF10707	ATR0680G343.1
GF10708	ATR0306G002.1
GF10709	ATR0315G128.1
GF10710	ATR0796G105.1
GF10711	ATR0991G002.1
GF10712	ATR0796G234.1
GF10713	ATR0307G125.1
GF10714	ATR0001G029.1
GF10715	ATR0737G151.1
GF10716	ATR0332G109.1
GF10717	ATR0417G002.1
GF10718	ATR1091G073.1
GF10719	ATR0680G125.1
GF10720	ATR0723G094.1
GF10721	ATR0752G152.1
GF10722	ATR0743G065.1
GF10723	ATR0782G105.1
GF10724	ATR0589G115.1
GF10725	ATR0618G001.1
GF10726	ATR0693G254.1
GF10727	ATR0681G386.1
GF10728	ATR0697G069.1
GF10729	ATR0012G064.1
GF10730	ATR0767G175.1
GF10731	ATR0068G071.1
GF10732	ATR0796G209.1
GF10733	ATR1101G009.1
GF10734	ATR0078G006.1
GF10735	ATR1101G026.1
GF10736	ATR0743G274.1
GF10737	ATR0693G049.1
GF10738	ATR0767G013.1
GF10739	ATR0736G212.1
GF10740	ATR0753G053.1
GF10741	ATR0824G006.1
GF10742	ATR0582G093.1
GF10743	ATR1076G001.1
GF10744	ATR0721G133.1
GF10745	ATR0712G053.1
GF10746	ATR0156G001.1
GF10747	ATR1158G024.1
GF10748	ATR0800G147.1
GF10749	ATR0049G014.1
GF10750	ATR0618G416.1
GF10751	ATR0480G001.1
GF10752	ATR1147G055.1
GF10753	ATR0056G002.1
GF10754	ATR0680G396.1
GF10755	ATR0605G315.1
GF10756	ATR0315G165.1
GF10757	ATR0626G149.1
GF10758	ATR0767G180.1
GF10759	ATR0680G196.1
GF10760	ATR0824G020.1
GF10761	ATR0782G022.1
GF10762	ATR0564G344.1
GF10763	ATR0693G210.1
GF10764	ATR0037G059.1
GF10765	ATR0049G030.1
GF10766	ATR1098G018.1
GF10767	ATR0001G028.1
GF10768	ATR1098G125.1
GF10769	ATR0043G043.1
GF10770	ATR0686G147.1
GF10771	ATR0044G002.1
GF10772	ATR0314G023.1
GF10773	ATR0787G198.1
GF10774	ATR0782G211.1
GF10775	ATR0605G061.1
GF10776	ATR1089G072.1
GF10777	ATR0561G261.1
GF10778	ATR1089G044.1
GF10779	ATR0629G097.1
GF10780	ATR0743G235.1
GF10781	ATR0104G004.1
GF10782	ATR0739G167.1
GF10783	ATR0693G311.1
GF10784	ATR0585G009.1
GF10785	ATR0180G013.1
GF10786	ATR0049G006.1
GF10787	ATR0706G002.1
GF10788	ATR0602G053.1
GF10789	ATR0661G062.1
GF10790	ATR0503G001.1
GF10791	ATR0594G134.1
GF10792	ATR0753G146.1
GF10793	ATR0749G027.1
GF10794	ATR0767G077.1
GF10795	ATR0752G133.1
GF10796	ATR0057G054.1
GF10797	ATR0705G001.1
GF10798	ATR0721G181.1
GF10799	ATR0315G144.1
GF10800	ATR0794G141.1
GF10801	ATR0127G029.1
GF10802	ATR0626G152.1
GF10803	ATR0680G347.1
GF10804	ATR0757G128.1
GF10805	ATR0165G051.1
GF10806	ATR0736G091.1
GF10807	ATR0751G149.1
GF10808	ATR0749G059.1
GF10809	ATR0681G352.1
GF10810	ATR0322G073.1
GF10811	ATR0624G002.1
GF10812	ATR0824G210.1
GF10813	ATR0174G040.1
GF10814	ATR0100G033.1
GF10815	ATR0561G003.1
GF10816	ATR0665G633.1
GF10817	ATR0620G155.1
GF10818	ATR0789G030.1
GF10819	ATR0681G192.1
GF10820	ATR0564G175.1
GF10821	ATR0090G032.1
GF10822	ATR0059G025.1
GF10823	ATR0580G308.1
GF10824	ATR0794G032.1
GF10825	ATR0081G013.1
GF10826	ATR0827G035.1
GF10827	ATR0681G215.1
GF10828	ATR0097G021.1
GF10829	ATR1120G033.1
GF10830	ATR0661G112.1
GF10831	ATR0763G044.1
GF10832	ATR0069G027.1
GF10833	ATR1128G077.1
GF10834	ATR0681G343.1
GF10835	ATR0743G132.1
GF10836	ATR1131G058.1
GF10837	ATR0171G027.1
GF10838	ATR0752G083.1
GF10839	ATR0772G206.1
GF10840	ATR0751G169.1
GF10841	ATR0075G014.1
GF10842	ATR0743G183.1
GF10843	ATR0782G239.1
GF10844	ATR0006G086.1
GF10845	ATR1149G142.1
GF10846	ATR0307G054.1
GF10847	ATR0752G179.1
GF10848	ATR0810G202.1
GF10849	ATR0081G040.1
GF10850	ATR0789G063.1
GF10851	ATR0691G078.1
GF10852	ATR0736G076.1
GF10853	ATR0629G052.1
GF10854	ATR0626G005.1
GF10855	ATR0322G077.1
GF10856	ATR0605G390.1
GF10857	ATR0030G009.1
GF10858	ATR0083G024.1
GF10859	ATR0626G034.1
GF10860	ATR1128G060.1
GF10861	ATR0053G027.1
GF10862	ATR0026G060.1
GF10863	ATR0705G128.1
GF10864	ATR1120G076.1
GF10865	ATR0827G144.1
GF10866	ATR1153G058.1
GF10867	ATR0733G033.1
GF10868	ATR0691G023.1
GF10869	ATR0609G124.1
GF10870	ATR0736G146.1
GF10871	ATR1132G119.1
GF10872	ATR0100G019.1
GF10873	ATR0174G059.1
GF10874	ATR0665G047.1
GF10875	ATR0680G223.1
GF10876	ATR0776G066.1
GF10877	ATR0705G168.1
GF10878	ATR0594G118.1
GF10879	ATR0697G202.1
GF10880	ATR0706G062.1
GF10881	ATR0693G427.1
GF10882	ATR1132G021.1
GF10883	ATR0787G102.1
GF10884	ATR0124G047.1
GF10885	ATR0721G060.1
GF10886	ATR0697G258.1
GF10887	ATR1088G047.1
GF10888	ATR0829G174.1
GF10889	ATR0988G009.1
GF10890	ATR0626G257.1
GF10891	ATR0071G003.1
GF10892	ATR0739G121.1
GF10893	ATR0594G176.1
GF10894	ATR1127G072.1
GF10895	ATR1089G039.1
GF10896	ATR1120G087.1
GF10897	ATR1088G008.1
GF10898	ATR0057G126.1
GF10899	ATR0693G347.1
GF10900	ATR0745G014.1
GF10901	ATR1131G068.1
GF10902	ATR0712G003.1
GF10903	ATR0561G062.1
GF10904	ATR0584G080.1
GF10905	ATR0584G018.1
GF10906	ATR0753G052.1
GF10907	ATR0709G079.1
GF10908	ATR0789G068.1
GF10909	ATR1091G058.1
GF10910	ATR0706G153.1
GF10911	ATR0661G418.1
GF10912	ATR0665G644.1
GF10913	ATR0796G301.1
GF10914	ATR0723G047.1
GF10915	ATR0955G010.1
GF10916	ATR0598G063.1
GF10917	ATR0559G207.1
GF10918	ATR0171G018.1
GF10919	ATR0665G175.1
GF10920	ATR0697G249.1
GF10921	ATR0193G003.1
GF10922	ATR0598G038.1
GF10923	ATR0584G290.1
GF10924	ATR0584G098.1
GF10925	ATR0564G306.1
GF10926	ATR0087G001.1
GF10927	ATR0730G126.1
GF10928	ATR0044G034.1
GF10929	ATR1156G029.1
GF10930	ATR0561G122.1
GF10931	ATR0307G088.1
GF10932	ATR0019G035.1
GF10933	ATR0149G008.1
GF10934	ATR0559G229.1
GF10935	ATR0681G081.1
GF10936	ATR0568G080.1
GF10937	ATR0691G010.1
GF10938	ATR0559G125.1
GF10939	ATR0757G161.1
GF10940	ATR0026G053.1
GF10941	ATR0661G481.1
GF10942	ATR0796G337.1
GF10943	ATR0197G021.1
GF10944	ATR0782G201.1
GF10945	ATR0315G139.1
GF10946	ATR0396G001.1
GF10947	ATR0772G070.1
GF10948	ATR0680G379.1
GF10949	ATR0706G032.1
GF10950	ATR1102G042.1
GF10951	ATR0772G104.1
GF10952	ATR1128G120.1
GF10953	ATR0559G346.1
GF10954	ATR1158G034.1
GF10955	ATR0739G097.1
GF10956	ATR0580G097.1
GF10957	ATR0796G332.1
GF10958	ATR0624G083.1
GF10959	ATR0733G025.1
GF10960	ATR0584G273.1
GF10961	ATR0602G187.1
GF10962	ATR1134G101.1
GF10963	ATR0184G006.1
GF10964	ATR0749G078.1
GF10965	ATR0661G443.1
GF10966	ATR0215G031.1
GF10967	ATR1156G078.1
GF10968	ATR0184G018.1
GF10969	ATR1159G055.1
GF10970	ATR0579G039.1
GF10971	ATR1136G002.1
GF10972	ATR0661G518.1
GF10973	ATR0582G112.1
GF10974	ATR0737G008.1
GF10975	ATR0736G190.1
GF10976	ATR0097G015.1
GF10977	ATR0665G110.1
GF10978	ATR0827G108.1
GF10979	ATR1128G122.1
GF10980	ATR0693G013.1
GF10981	ATR0618G312.1
GF10982	ATR0753G153.1
GF10983	ATR0921G010.1
GF10984	ATR0315G027.1
GF10985	ATR1089G025.1
GF10986	ATR0618G139.1
GF10987	ATR0736G141.1
GF10988	ATR0693G091.1
GF10989	ATR0083G059.1
GF10990	ATR0626G324.1
GF10991	ATR0213G006.1
GF10992	ATR0051G059.1
GF10993	ATR0559G171.1
GF10994	ATR0736G215.1
GF10995	ATR0787G144.1
GF10996	ATR0609G038.1
GF10997	ATR1155G043.1
GF10998	ATR0661G359.1
GF10999	ATR0307G098.1
GF11000	ATR0706G047.1
GF11001	ATR0730G199.1
GF11002	ATR0624G059.1
GF11003	ATR0691G099.1
GF11004	ATR0763G015.1
GF11005	ATR0138G009.1
GF11006	ATR0605G237.1
GF11007	ATR0665G303.1
GF11008	ATR0810G117.1
GF11009	ATR0618G412.1
GF11010	ATR0709G055.1
GF11011	ATR0609G016.1
GF11012	ATR0772G167.1
GF11013	ATR0097G027.1
GF11014	ATR0561G079.1
GF11015	ATR0762G051.1
GF11016	ATR0037G045.1
GF11017	ATR0111G019.1
GF11018	ATR0564G229.1
GF11019	ATR0326G004.1
GF11020	ATR1156G042.1
GF11021	ATR0598G030.1
GF11022	ATR1134G003.1
GF11023	ATR0680G174.1
GF11024	ATR1153G047.1
GF11025	ATR0782G113.1
GF11026	ATR0598G023.1
GF11027	ATR0304G035.1
GF11028	ATR0021G022.1
GF11029	ATR0069G029.1
GF11030	ATR0767G220.1
GF11031	ATR1136G069.1
GF11032	ATR0602G033.1
GF11033	ATR0691G218.1
GF11034	ATR0716G001.1
GF11035	ATR1131G030.1
GF11036	ATR0044G036.1
GF11037	ATR0794G049.1
GF11038	ATR0665G406.1
GF11039	ATR0618G135.1
GF11040	ATR1155G027.1
GF11041	ATR0824G076.1
GF11042	ATR0594G115.1
GF11043	ATR0598G017.1
GF11044	ATR0753G066.1
GF11045	ATR1101G092.1
GF11046	ATR0626G272.1
GF11047	ATR0815G035.1
GF11048	ATR0684G112.1
GF11049	ATR1125G096.1
GF11050	ATR0681G332.1
GF11051	ATR0618G230.1
GF11052	ATR0083G061.1
GF11053	ATR1018G001.1
GF11054	ATR0315G003.1
GF11055	ATR0618G299.1
GF11056	ATR0585G048.1
GF11057	ATR0757G141.1
GF11058	ATR0800G012.1
GF11059	ATR0016G002.1
GF11060	ATR0022G059.1
GF11061	ATR1127G208.1
GF11062	ATR0043G008.1
GF11063	ATR0629G018.1
GF11064	ATR0064G042.1
GF11065	ATR0624G105.1
GF11066	ATR0745G019.1
GF11067	ATR0686G065.1
GF11068	ATR0124G014.1
GF11069	ATR0210G002.1
GF11070	ATR0559G371.1
GF11071	ATR0568G230.1
GF11072	ATR0794G015.1
GF11073	ATR0706G197.1
GF11074	ATR0829G044.1
GF11075	ATR0681G242.1
GF11076	ATR0304G019.1
GF11077	ATR1125G088.1
GF11078	ATR0006G051.1
GF11079	ATR0109G018.1
GF11080	ATR0231G001.1
GF11081	ATR0042G001.1
GF11082	ATR0716G100.1
GF11083	ATR0493G002.1
GF11084	ATR0564G429.1
GF11085	ATR0681G207.1
GF11086	ATR0759G128.1
GF11087	ATR0709G072.1
GF11088	ATR1040G001.1
GF11089	ATR0824G085.1
GF11090	ATR0609G120.1
GF11091	ATR0193G020.1
GF11092	ATR0794G018.1
GF11093	ATR0810G297.1
GF11094	ATR0776G025.1
GF11095	ATR0807G238.1
GF11096	ATR0605G352.1
GF11097	ATR0580G184.1
GF11098	ATR0680G185.1
GF11099	ATR0083G057.1
GF11100	ATR0602G021.1
GF11101	ATR0796G203.1
GF11102	ATR0099G015.1
GF11103	ATR0149G032.1
GF11104	ATR0661G309.1
GF11105	ATR0680G195.1
GF11106	ATR1131G003.1
GF11107	ATR0684G230.1
GF11108	ATR0661G545.1
GF11109	ATR0751G269.1
GF11110	ATR1001G013.1
GF11111	ATR0602G245.1
GF11112	ATR0763G155.1
GF11113	ATR0329G005.1
GF11114	ATR0605G178.1
GF11115	ATR0697G253.1
GF11116	ATR0721G178.1
GF11117	ATR0697G138.1
GF11118	ATR0820G117.1
GF11119	ATR0605G111.1
GF11120	ATR1134G006.1
GF11121	ATR1101G017.1
GF11122	ATR0188G006.1
GF11123	ATR0598G093.1
GF11124	ATR0712G138.1
GF11125	ATR0757G004.1
GF11126	ATR0730G125.1
GF11127	ATR0629G029.1
GF11128	ATR1152G004.1
GF11129	ATR0782G081.1
GF11130	ATR0314G050.1
GF11131	ATR0736G107.1
GF11132	ATR0257G001.1
GF11133	ATR0561G274.1
GF11134	ATR0794G142.1
GF11135	ATR0693G107.1
GF11136	ATR0665G186.1
GF11137	ATR0620G083.1
GF11138	ATR0332G098.1
GF11139	ATR1096G105.1
GF11140	ATR0559G059.1
GF11141	ATR1101G097.1
GF11142	ATR0250G001.1
GF11143	ATR0609G114.1
GF11144	ATR0827G102.1
GF11145	ATR1159G014.1
GF11146	ATR0739G027.1
GF11147	ATR1153G088.1
GF11148	ATR0796G290.1
GF11149	ATR0794G096.1
GF11150	ATR1155G023.1
GF11151	ATR0693G266.1
GF11152	ATR0495G014.1
GF11153	ATR0618G451.1
GF11154	ATR0721G052.1
GF11155	ATR0317G048.1
GF11156	ATR0618G124.1
GF11157	ATR0490G004.1
GF11158	ATR0686G119.1
GF11159	ATR0712G061.1
GF11160	ATR0213G018.1
GF11161	ATR0053G055.1
GF11162	ATR0213G004.1
GF11163	ATR0100G011.1
GF11164	ATR0681G361.1
GF11165	ATR0693G428.1
GF11166	ATR0680G430.1
GF11167	ATR0661G162.1
GF11168	ATR1131G046.1
GF11169	ATR0693G280.1
GF11170	ATR0090G001.1
GF11171	ATR0691G289.1
GF11172	ATR0564G397.1
GF11173	ATR0602G105.1
GF11174	ATR0789G059.1
GF11175	ATR0680G335.1
GF11176	ATR0051G045.1
GF11177	ATR0686G051.1
GF11178	ATR0691G045.1
GF11179	ATR0772G096.1
GF11180	ATR0807G251.1
GF11181	ATR0782G043.1
GF11182	ATR0743G072.1
GF11183	ATR0598G298.1
GF11184	ATR0721G074.1
GF11185	ATR0665G456.1
GF11186	ATR0594G164.1
GF11187	ATR0686G239.1
GF11188	ATR0686G161.1
GF11189	ATR0041G009.1
GF11190	ATR0068G114.1
GF11191	ATR0332G065.1
GF11192	ATR0097G014.1
GF11193	ATR0661G364.1
GF11194	ATR0736G062.1
GF11195	ATR0757G057.1
GF11196	ATR1091G015.1
GF11197	ATR0594G053.1
GF11198	ATR0807G082.1
GF11199	ATR0594G011.1
GF11200	ATR0752G071.1
GF11201	ATR0016G010.1
GF11202	ATR0789G095.1
GF11203	ATR0184G009.1
GF11204	ATR0807G091.1
GF11205	ATR0629G051.1
GF11206	ATR1091G092.1
GF11207	ATR0609G131.1
GF11208	ATR0171G011.1
GF11209	ATR0864G001.1
GF11210	ATR1093G003.1
GF11211	ATR0800G049.1
GF11212	ATR0626G099.1
GF11213	ATR0307G124.1
GF11214	ATR0736G132.1
GF11215	ATR0736G181.1
GF11216	ATR0326G054.1
